"dataset_key","cluster_source","cluster_id","cell_type_label","annotation_status","confidence_score","marker_evidence","reference_source","notes"
"medicago_Seurat","__idents__","44","44","unreviewed",,"","",""
"medicago_Seurat","__idents__","45","45","unreviewed",,"","",""
"medicago_Seurat","__idents__","46","46","unreviewed",,"","",""
"medicago_Seurat","__idents__","47","47","unreviewed",,"","",""
"medicago_Seurat","__idents__","48","48","unreviewed",,"","",""
"medicago_Seurat","__idents__","49","49","unreviewed",,"","",""
"medicago_Seurat","__idents__","5","5","unreviewed",,"","",""
"medicago_Seurat","__idents__","50","50","unreviewed",,"","",""
"medicago_Seurat","__idents__","51","51","unreviewed",,"","",""
"medicago_Seurat","__idents__","6","6","unreviewed",,"","",""
"medicago_Seurat","__idents__","7","7","unreviewed",,"","",""
"medicago_Seurat","__idents__","8","8","unreviewed",,"","",""
"medicago_Seurat","__idents__","9","9","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","0","0","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","1","1","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","10","10","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","11","11","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","12","12","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","13","13","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","2","2","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","3","3","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","4","4","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","5","5","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","6","6","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","7","7","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","8","8","unreviewed",,"","",""
"medicago_Seurat","Rank_1st","9","9","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","0","0","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","1","1","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","10","10","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","11","11","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","12","12","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","13","13","unreviewed",,"","",""
