"dataset_key","cluster_source","cluster_id","cell_type_label","annotation_status","confidence_score","marker_evidence","reference_source","notes"
"medicago_ComBat_BBKNN","Rank_4th","9","9","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","0","0","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","1","1","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","10","10","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","11","11","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","12","12","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","13","13","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","14","14","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","15","15","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","16","16","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","2","2","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","3","3","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","4","4","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","5","5","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","6","6","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","7","7","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","8","8","unreviewed",,"","",""
"medicago_ComBat_BBKNN","Rank_5th","9","9","unreviewed",,"","",""
