"feature_id"	"canonical_gene_id"	"annotation_gene_id"	"common_name"	"synonyms"	"description"	"display_label"	"search_tokens"
"LotjaGi1g1v0570900"	"LotjaGi1g1v0570900"					"LotjaGi1g1v0570900"	"LotjaGi1g1v0570900"
"LotjaGi1g1v0571000"	"LotjaGi1g1v0571000"					"LotjaGi1g1v0571000"	"LotjaGi1g1v0571000"
"LotjaGi1g1v0571100"	"LotjaGi1g1v0571100"					"LotjaGi1g1v0571100"	"LotjaGi1g1v0571100"
"LotjaGi1g1v0571200"	"LotjaGi1g1v0571200"					"LotjaGi1g1v0571200"	"LotjaGi1g1v0571200"
"LotjaGi1g1v0571400"	"LotjaGi1g1v0571400"					"LotjaGi1g1v0571400"	"LotjaGi1g1v0571400"
"LotjaGi1g1v0571500"	"LotjaGi1g1v0571500"					"LotjaGi1g1v0571500"	"LotjaGi1g1v0571500"
"LotjaGi1g1v0571600-LC"	"LotjaGi1g1v0571600-LC"					"LotjaGi1g1v0571600-LC"	"LotjaGi1g1v0571600-LC"
"LotjaGi1g1v0571800-LC"	"LotjaGi1g1v0571800-LC"					"LotjaGi1g1v0571800-LC"	"LotjaGi1g1v0571800-LC"
"LotjaGi1g1v0571900"	"LotjaGi1g1v0571900"					"LotjaGi1g1v0571900"	"LotjaGi1g1v0571900"
"LotjaGi1g1v0572200"	"LotjaGi1g1v0572200"					"LotjaGi1g1v0572200"	"LotjaGi1g1v0572200"
"LotjaGi1g1v0572100"	"LotjaGi1g1v0572100"					"LotjaGi1g1v0572100"	"LotjaGi1g1v0572100"
"LotjaGi1g1v0572300"	"LotjaGi1g1v0572300"					"LotjaGi1g1v0572300"	"LotjaGi1g1v0572300"
"LotjaGi1g1v0572400"	"LotjaGi1g1v0572400"					"LotjaGi1g1v0572400"	"LotjaGi1g1v0572400"
"LotjaGi1g1v0572500"	"LotjaGi1g1v0572500"					"LotjaGi1g1v0572500"	"LotjaGi1g1v0572500"
"LotjaGi1g1v0572700"	"LotjaGi1g1v0572700"					"LotjaGi1g1v0572700"	"LotjaGi1g1v0572700"
"LotjaGi1g1v0572800"	"LotjaGi1g1v0572800"					"LotjaGi1g1v0572800"	"LotjaGi1g1v0572800"
"LotjaGi1g1v0572900"	"LotjaGi1g1v0572900"					"LotjaGi1g1v0572900"	"LotjaGi1g1v0572900"
"LotjaGi1g1v0573000"	"LotjaGi1g1v0573000"					"LotjaGi1g1v0573000"	"LotjaGi1g1v0573000"
"LotjaGi1g1v0573100"	"LotjaGi1g1v0573100"					"LotjaGi1g1v0573100"	"LotjaGi1g1v0573100"
"LotjaGi1g1v0573500"	"LotjaGi1g1v0573500"					"LotjaGi1g1v0573500"	"LotjaGi1g1v0573500"
"LotjaGi1g1v0573600"	"LotjaGi1g1v0573600"					"LotjaGi1g1v0573600"	"LotjaGi1g1v0573600"
"LotjaGi1g1v0573700-LC"	"LotjaGi1g1v0573700-LC"					"LotjaGi1g1v0573700-LC"	"LotjaGi1g1v0573700-LC"
"LotjaGi1g1v0573800"	"LotjaGi1g1v0573800"					"LotjaGi1g1v0573800"	"LotjaGi1g1v0573800"
"LotjaGi1g1v0573900"	"LotjaGi1g1v0573900"					"LotjaGi1g1v0573900"	"LotjaGi1g1v0573900"
"LotjaGi1g1v0574000"	"LotjaGi1g1v0574000"					"LotjaGi1g1v0574000"	"LotjaGi1g1v0574000"
"LotjaGi1g1v0574100"	"LotjaGi1g1v0574100"					"LotjaGi1g1v0574100"	"LotjaGi1g1v0574100"
"LotjaGi1g1v0574200"	"LotjaGi1g1v0574200"					"LotjaGi1g1v0574200"	"LotjaGi1g1v0574200"
"LotjaGi1g1v0574300"	"LotjaGi1g1v0574300"					"LotjaGi1g1v0574300"	"LotjaGi1g1v0574300"
"LotjaGi1g1v0574500-LC"	"LotjaGi1g1v0574500-LC"					"LotjaGi1g1v0574500-LC"	"LotjaGi1g1v0574500-LC"
"LotjaGi1g1v0574600"	"LotjaGi1g1v0574600"					"LotjaGi1g1v0574600"	"LotjaGi1g1v0574600"
"LotjaGi1g1v0574800"	"LotjaGi1g1v0574800"					"LotjaGi1g1v0574800"	"LotjaGi1g1v0574800"
"LotjaGi1g1v0574900-LC"	"LotjaGi1g1v0574900-LC"					"LotjaGi1g1v0574900-LC"	"LotjaGi1g1v0574900-LC"
"LotjaGi1g1v0575000-LC"	"LotjaGi1g1v0575000-LC"					"LotjaGi1g1v0575000-LC"	"LotjaGi1g1v0575000-LC"
"LotjaGi1g1v0575100"	"LotjaGi1g1v0575100"					"LotjaGi1g1v0575100"	"LotjaGi1g1v0575100"
"LotjaGi1g1v0575200"	"LotjaGi1g1v0575200"					"LotjaGi1g1v0575200"	"LotjaGi1g1v0575200"
"LotjaGi1g1v0575300"	"LotjaGi1g1v0575300"					"LotjaGi1g1v0575300"	"LotjaGi1g1v0575300"
"LotjaGi1g1v0575600"	"LotjaGi1g1v0575600"					"LotjaGi1g1v0575600"	"LotjaGi1g1v0575600"
"LotjaGi1g1v0575800"	"LotjaGi1g1v0575800"					"LotjaGi1g1v0575800"	"LotjaGi1g1v0575800"
"LotjaGi1g1v0575900"	"LotjaGi1g1v0575900"					"LotjaGi1g1v0575900"	"LotjaGi1g1v0575900"
"LotjaGi1g1v0576100"	"LotjaGi1g1v0576100"					"LotjaGi1g1v0576100"	"LotjaGi1g1v0576100"
"LotjaGi1g1v0576200"	"LotjaGi1g1v0576200"					"LotjaGi1g1v0576200"	"LotjaGi1g1v0576200"
"LotjaGi1g1v0576300-LC"	"LotjaGi1g1v0576300-LC"					"LotjaGi1g1v0576300-LC"	"LotjaGi1g1v0576300-LC"
"LotjaGi1g1v0576400"	"LotjaGi1g1v0576400"					"LotjaGi1g1v0576400"	"LotjaGi1g1v0576400"
"LotjaGi1g1v0576500"	"LotjaGi1g1v0576500"					"LotjaGi1g1v0576500"	"LotjaGi1g1v0576500"
"LotjaGi1g1v0576600-LC"	"LotjaGi1g1v0576600-LC"					"LotjaGi1g1v0576600-LC"	"LotjaGi1g1v0576600-LC"
"LotjaGi1g1v0576700"	"LotjaGi1g1v0576700"					"LotjaGi1g1v0576700"	"LotjaGi1g1v0576700"
"LotjaGi1g1v0576800"	"LotjaGi1g1v0576800"					"LotjaGi1g1v0576800"	"LotjaGi1g1v0576800"
"LotjaGi1g1v0576900"	"LotjaGi1g1v0576900"					"LotjaGi1g1v0576900"	"LotjaGi1g1v0576900"
"LotjaGi1g1v0577000"	"LotjaGi1g1v0577000"					"LotjaGi1g1v0577000"	"LotjaGi1g1v0577000"
"LotjaGi1g1v0577100"	"LotjaGi1g1v0577100"					"LotjaGi1g1v0577100"	"LotjaGi1g1v0577100"
"LotjaGi1g1v0577200"	"LotjaGi1g1v0577200"					"LotjaGi1g1v0577200"	"LotjaGi1g1v0577200"
"LotjaGi1g1v0577300"	"LotjaGi1g1v0577300"					"LotjaGi1g1v0577300"	"LotjaGi1g1v0577300"
"LotjaGi1g1v0577400"	"LotjaGi1g1v0577400"					"LotjaGi1g1v0577400"	"LotjaGi1g1v0577400"
"LotjaGi1g1v0577500"	"LotjaGi1g1v0577500"					"LotjaGi1g1v0577500"	"LotjaGi1g1v0577500"
"LotjaGi1g1v0577600-LC"	"LotjaGi1g1v0577600-LC"					"LotjaGi1g1v0577600-LC"	"LotjaGi1g1v0577600-LC"
"LotjaGi1g1v0577700"	"LotjaGi1g1v0577700"					"LotjaGi1g1v0577700"	"LotjaGi1g1v0577700"
"LotjaGi1g1v0577800"	"LotjaGi1g1v0577800"					"LotjaGi1g1v0577800"	"LotjaGi1g1v0577800"
"LotjaGi1g1v0577900"	"LotjaGi1g1v0577900"					"LotjaGi1g1v0577900"	"LotjaGi1g1v0577900"
"LotjaGi1g1v0578200"	"LotjaGi1g1v0578200"					"LotjaGi1g1v0578200"	"LotjaGi1g1v0578200"
"LotjaGi1g1v0578300"	"LotjaGi1g1v0578300"					"LotjaGi1g1v0578300"	"LotjaGi1g1v0578300"
"LotjaGi1g1v0578400"	"LotjaGi1g1v0578400"					"LotjaGi1g1v0578400"	"LotjaGi1g1v0578400"
"LotjaGi1g1v0578600"	"LotjaGi1g1v0578600"					"LotjaGi1g1v0578600"	"LotjaGi1g1v0578600"
"LotjaGi1g1v0578700"	"LotjaGi1g1v0578700"					"LotjaGi1g1v0578700"	"LotjaGi1g1v0578700"
"LotjaGi1g1v0578800"	"LotjaGi1g1v0578800"					"LotjaGi1g1v0578800"	"LotjaGi1g1v0578800"
"LotjaGi1g1v0579000"	"LotjaGi1g1v0579000"					"LotjaGi1g1v0579000"	"LotjaGi1g1v0579000"
"LotjaGi1g1v0579400"	"LotjaGi1g1v0579400"					"LotjaGi1g1v0579400"	"LotjaGi1g1v0579400"
"LotjaGi1g1v0579500"	"LotjaGi1g1v0579500"					"LotjaGi1g1v0579500"	"LotjaGi1g1v0579500"
"LotjaGi1g1v0579700"	"LotjaGi1g1v0579700"					"LotjaGi1g1v0579700"	"LotjaGi1g1v0579700"
"LotjaGi1g1v0579600"	"LotjaGi1g1v0579600"					"LotjaGi1g1v0579600"	"LotjaGi1g1v0579600"
"LotjaGi1g1v0579800"	"LotjaGi1g1v0579800"					"LotjaGi1g1v0579800"	"LotjaGi1g1v0579800"
"LotjaGi1g1v0579900"	"LotjaGi1g1v0579900"					"LotjaGi1g1v0579900"	"LotjaGi1g1v0579900"
"LotjaGi1g1v0580000"	"LotjaGi1g1v0580000"					"LotjaGi1g1v0580000"	"LotjaGi1g1v0580000"
"LotjaGi1g1v0580100"	"LotjaGi1g1v0580100"					"LotjaGi1g1v0580100"	"LotjaGi1g1v0580100"
"LotjaGi1g1v0580200"	"LotjaGi1g1v0580200"					"LotjaGi1g1v0580200"	"LotjaGi1g1v0580200"
"LotjaGi1g1v0580400"	"LotjaGi1g1v0580400"					"LotjaGi1g1v0580400"	"LotjaGi1g1v0580400"
"LotjaGi1g1v0580600"	"LotjaGi1g1v0580600"					"LotjaGi1g1v0580600"	"LotjaGi1g1v0580600"
"LotjaGi1g1v0580700"	"LotjaGi1g1v0580700"					"LotjaGi1g1v0580700"	"LotjaGi1g1v0580700"
"LotjaGi1g1v0580800"	"LotjaGi1g1v0580800"					"LotjaGi1g1v0580800"	"LotjaGi1g1v0580800"
"LotjaGi1g1v0580900"	"LotjaGi1g1v0580900"					"LotjaGi1g1v0580900"	"LotjaGi1g1v0580900"
"LotjaGi1g1v0581000"	"LotjaGi1g1v0581000"					"LotjaGi1g1v0581000"	"LotjaGi1g1v0581000"
"LotjaGi1g1v0581100"	"LotjaGi1g1v0581100"					"LotjaGi1g1v0581100"	"LotjaGi1g1v0581100"
"LotjaGi1g1v0581200-LC"	"LotjaGi1g1v0581200-LC"					"LotjaGi1g1v0581200-LC"	"LotjaGi1g1v0581200-LC"
"LotjaGi1g1v0581300"	"LotjaGi1g1v0581300"					"LotjaGi1g1v0581300"	"LotjaGi1g1v0581300"
"LotjaGi1g1v0581400-LC"	"LotjaGi1g1v0581400-LC"					"LotjaGi1g1v0581400-LC"	"LotjaGi1g1v0581400-LC"
"LotjaGi1g1v0581500"	"LotjaGi1g1v0581500"					"LotjaGi1g1v0581500"	"LotjaGi1g1v0581500"
"LotjaGi1g1v0581600"	"LotjaGi1g1v0581600"					"LotjaGi1g1v0581600"	"LotjaGi1g1v0581600"
"LotjaGi1g1v0581800"	"LotjaGi1g1v0581800"					"LotjaGi1g1v0581800"	"LotjaGi1g1v0581800"
"LotjaGi1g1v0581900"	"LotjaGi1g1v0581900"					"LotjaGi1g1v0581900"	"LotjaGi1g1v0581900"
"LotjaGi1g1v0582000"	"LotjaGi1g1v0582000"					"LotjaGi1g1v0582000"	"LotjaGi1g1v0582000"
"LotjaGi1g1v0582100-LC"	"LotjaGi1g1v0582100-LC"					"LotjaGi1g1v0582100-LC"	"LotjaGi1g1v0582100-LC"
"LotjaGi1g1v0582200"	"LotjaGi1g1v0582200"					"LotjaGi1g1v0582200"	"LotjaGi1g1v0582200"
"LotjaGi1g1v0582300"	"LotjaGi1g1v0582300"					"LotjaGi1g1v0582300"	"LotjaGi1g1v0582300"
"LotjaGi1g1v0582400"	"LotjaGi1g1v0582400"					"LotjaGi1g1v0582400"	"LotjaGi1g1v0582400"
"LotjaGi1g1v0582500-LC"	"LotjaGi1g1v0582500-LC"					"LotjaGi1g1v0582500-LC"	"LotjaGi1g1v0582500-LC"
"LotjaGi1g1v0582600-LC"	"LotjaGi1g1v0582600-LC"					"LotjaGi1g1v0582600-LC"	"LotjaGi1g1v0582600-LC"
"LotjaGi1g1v0582700"	"LotjaGi1g1v0582700"					"LotjaGi1g1v0582700"	"LotjaGi1g1v0582700"
"LotjaGi1g1v0583200-LC"	"LotjaGi1g1v0583200-LC"					"LotjaGi1g1v0583200-LC"	"LotjaGi1g1v0583200-LC"
"LotjaGi1g1v0583300"	"LotjaGi1g1v0583300"					"LotjaGi1g1v0583300"	"LotjaGi1g1v0583300"
"LotjaGi1g1v0583400"	"LotjaGi1g1v0583400"					"LotjaGi1g1v0583400"	"LotjaGi1g1v0583400"
"LotjaGi1g1v0583500"	"LotjaGi1g1v0583500"					"LotjaGi1g1v0583500"	"LotjaGi1g1v0583500"
"LotjaGi1g1v0583600"	"LotjaGi1g1v0583600"					"LotjaGi1g1v0583600"	"LotjaGi1g1v0583600"
"LotjaGi1g1v0583800"	"LotjaGi1g1v0583800"					"LotjaGi1g1v0583800"	"LotjaGi1g1v0583800"
"LotjaGi1g1v0583900"	"LotjaGi1g1v0583900"					"LotjaGi1g1v0583900"	"LotjaGi1g1v0583900"
"LotjaGi1g1v0584000"	"LotjaGi1g1v0584000"					"LotjaGi1g1v0584000"	"LotjaGi1g1v0584000"
"LotjaGi1g1v0584100"	"LotjaGi1g1v0584100"					"LotjaGi1g1v0584100"	"LotjaGi1g1v0584100"
"LotjaGi1g1v0584200"	"LotjaGi1g1v0584200"					"LotjaGi1g1v0584200"	"LotjaGi1g1v0584200"
"LotjaGi1g1v0584400"	"LotjaGi1g1v0584400"					"LotjaGi1g1v0584400"	"LotjaGi1g1v0584400"
"LotjaGi1g1v0584500"	"LotjaGi1g1v0584500"					"LotjaGi1g1v0584500"	"LotjaGi1g1v0584500"
"LotjaGi1g1v0584800"	"LotjaGi1g1v0584800"					"LotjaGi1g1v0584800"	"LotjaGi1g1v0584800"
"LotjaGi1g1v0584900-LC"	"LotjaGi1g1v0584900-LC"					"LotjaGi1g1v0584900-LC"	"LotjaGi1g1v0584900-LC"
"LotjaGi1g1v0585000"	"LotjaGi1g1v0585000"					"LotjaGi1g1v0585000"	"LotjaGi1g1v0585000"
"LotjaGi1g1v0585100"	"LotjaGi1g1v0585100"					"LotjaGi1g1v0585100"	"LotjaGi1g1v0585100"
"LotjaGi1g1v0585200"	"LotjaGi1g1v0585200"					"LotjaGi1g1v0585200"	"LotjaGi1g1v0585200"
"LotjaGi1g1v0585300"	"LotjaGi1g1v0585300"					"LotjaGi1g1v0585300"	"LotjaGi1g1v0585300"
"LotjaGi1g1v0585400-LC"	"LotjaGi1g1v0585400-LC"					"LotjaGi1g1v0585400-LC"	"LotjaGi1g1v0585400-LC"
"LotjaGi1g1v0585500"	"LotjaGi1g1v0585500"					"LotjaGi1g1v0585500"	"LotjaGi1g1v0585500"
"LotjaGi1g1v0585600"	"LotjaGi1g1v0585600"					"LotjaGi1g1v0585600"	"LotjaGi1g1v0585600"
"LotjaGi1g1v0585700"	"LotjaGi1g1v0585700"					"LotjaGi1g1v0585700"	"LotjaGi1g1v0585700"
"LotjaGi1g1v0585800"	"LotjaGi1g1v0585800"					"LotjaGi1g1v0585800"	"LotjaGi1g1v0585800"
"LotjaGi1g1v0585900"	"LotjaGi1g1v0585900"					"LotjaGi1g1v0585900"	"LotjaGi1g1v0585900"
"LotjaGi1g1v0586000"	"LotjaGi1g1v0586000"					"LotjaGi1g1v0586000"	"LotjaGi1g1v0586000"
"LotjaGi1g1v0586100"	"LotjaGi1g1v0586100"					"LotjaGi1g1v0586100"	"LotjaGi1g1v0586100"
"LotjaGi1g1v0586200"	"LotjaGi1g1v0586200"					"LotjaGi1g1v0586200"	"LotjaGi1g1v0586200"
"LotjaGi1g1v0586300"	"LotjaGi1g1v0586300"					"LotjaGi1g1v0586300"	"LotjaGi1g1v0586300"
"LotjaGi1g1v0586500-LC"	"LotjaGi1g1v0586500-LC"					"LotjaGi1g1v0586500-LC"	"LotjaGi1g1v0586500-LC"
"LotjaGi1g1v0586600"	"LotjaGi1g1v0586600"					"LotjaGi1g1v0586600"	"LotjaGi1g1v0586600"
"LotjaGi1g1v0586700"	"LotjaGi1g1v0586700"					"LotjaGi1g1v0586700"	"LotjaGi1g1v0586700"
"LotjaGi1g1v0586800-LC"	"LotjaGi1g1v0586800-LC"					"LotjaGi1g1v0586800-LC"	"LotjaGi1g1v0586800-LC"
"LotjaGi1g1v0586900"	"LotjaGi1g1v0586900"					"LotjaGi1g1v0586900"	"LotjaGi1g1v0586900"
"LotjaGi1g1v0587000"	"LotjaGi1g1v0587000"					"LotjaGi1g1v0587000"	"LotjaGi1g1v0587000"
"LotjaGi1g1v0587300"	"LotjaGi1g1v0587300"					"LotjaGi1g1v0587300"	"LotjaGi1g1v0587300"
"LotjaGi1g1v0587500"	"LotjaGi1g1v0587500"					"LotjaGi1g1v0587500"	"LotjaGi1g1v0587500"
"LotjaGi1g1v0587600"	"LotjaGi1g1v0587600"					"LotjaGi1g1v0587600"	"LotjaGi1g1v0587600"
"LotjaGi1g1v0587700"	"LotjaGi1g1v0587700"					"LotjaGi1g1v0587700"	"LotjaGi1g1v0587700"
"LotjaGi1g1v0587800"	"LotjaGi1g1v0587800"					"LotjaGi1g1v0587800"	"LotjaGi1g1v0587800"
"LotjaGi1g1v0587900"	"LotjaGi1g1v0587900"					"LotjaGi1g1v0587900"	"LotjaGi1g1v0587900"
"LotjaGi1g1v0588100-LC"	"LotjaGi1g1v0588100-LC"					"LotjaGi1g1v0588100-LC"	"LotjaGi1g1v0588100-LC"
"LotjaGi1g1v0588200"	"LotjaGi1g1v0588200"					"LotjaGi1g1v0588200"	"LotjaGi1g1v0588200"
"LotjaGi1g1v0588300"	"LotjaGi1g1v0588300"					"LotjaGi1g1v0588300"	"LotjaGi1g1v0588300"
"LotjaGi1g1v0588500-LC"	"LotjaGi1g1v0588500-LC"					"LotjaGi1g1v0588500-LC"	"LotjaGi1g1v0588500-LC"
"LotjaGi1g1v0588600"	"LotjaGi1g1v0588600"					"LotjaGi1g1v0588600"	"LotjaGi1g1v0588600"
"LotjaGi1g1v0588800"	"LotjaGi1g1v0588800"					"LotjaGi1g1v0588800"	"LotjaGi1g1v0588800"
"LotjaGi1g1v0588900"	"LotjaGi1g1v0588900"					"LotjaGi1g1v0588900"	"LotjaGi1g1v0588900"
"LotjaGi1g1v0589000-LC"	"LotjaGi1g1v0589000-LC"					"LotjaGi1g1v0589000-LC"	"LotjaGi1g1v0589000-LC"
"LotjaGi1g1v0589100-LC"	"LotjaGi1g1v0589100-LC"					"LotjaGi1g1v0589100-LC"	"LotjaGi1g1v0589100-LC"
"LotjaGi1g1v0589200-LC"	"LotjaGi1g1v0589200-LC"					"LotjaGi1g1v0589200-LC"	"LotjaGi1g1v0589200-LC"
"LotjaGi1g1v0589500"	"LotjaGi1g1v0589500"					"LotjaGi1g1v0589500"	"LotjaGi1g1v0589500"
"LotjaGi1g1v0589600"	"LotjaGi1g1v0589600"					"LotjaGi1g1v0589600"	"LotjaGi1g1v0589600"
"LotjaGi1g1v0589700"	"LotjaGi1g1v0589700"					"LotjaGi1g1v0589700"	"LotjaGi1g1v0589700"
"LotjaGi1g1v0590000"	"LotjaGi1g1v0590000"					"LotjaGi1g1v0590000"	"LotjaGi1g1v0590000"
"LotjaGi1g1v0590100"	"LotjaGi1g1v0590100"					"LotjaGi1g1v0590100"	"LotjaGi1g1v0590100"
"LotjaGi1g1v0590200"	"LotjaGi1g1v0590200"					"LotjaGi1g1v0590200"	"LotjaGi1g1v0590200"
"LotjaGi1g1v0590300"	"LotjaGi1g1v0590300"					"LotjaGi1g1v0590300"	"LotjaGi1g1v0590300"
"LotjaGi1g1v0590400"	"LotjaGi1g1v0590400"					"LotjaGi1g1v0590400"	"LotjaGi1g1v0590400"
"LotjaGi1g1v0590600"	"LotjaGi1g1v0590600"					"LotjaGi1g1v0590600"	"LotjaGi1g1v0590600"
"LotjaGi1g1v0590700"	"LotjaGi1g1v0590700"					"LotjaGi1g1v0590700"	"LotjaGi1g1v0590700"
"LotjaGi1g1v0590800"	"LotjaGi1g1v0590800"					"LotjaGi1g1v0590800"	"LotjaGi1g1v0590800"
"LotjaGi1g1v0590900"	"LotjaGi1g1v0590900"					"LotjaGi1g1v0590900"	"LotjaGi1g1v0590900"
"LotjaGi1g1v0591100"	"LotjaGi1g1v0591100"					"LotjaGi1g1v0591100"	"LotjaGi1g1v0591100"
"LotjaGi1g1v0591200-LC"	"LotjaGi1g1v0591200-LC"					"LotjaGi1g1v0591200-LC"	"LotjaGi1g1v0591200-LC"
"LotjaGi1g1v0591300-LC"	"LotjaGi1g1v0591300-LC"					"LotjaGi1g1v0591300-LC"	"LotjaGi1g1v0591300-LC"
"LotjaGi1g1v0591400-LC"	"LotjaGi1g1v0591400-LC"					"LotjaGi1g1v0591400-LC"	"LotjaGi1g1v0591400-LC"
"LotjaGi1g1v0591500"	"LotjaGi1g1v0591500"					"LotjaGi1g1v0591500"	"LotjaGi1g1v0591500"
"LotjaGi1g1v0591700"	"LotjaGi1g1v0591700"					"LotjaGi1g1v0591700"	"LotjaGi1g1v0591700"
"LotjaGi1g1v0591800"	"LotjaGi1g1v0591800"					"LotjaGi1g1v0591800"	"LotjaGi1g1v0591800"
"LotjaGi1g1v0591900-LC"	"LotjaGi1g1v0591900-LC"					"LotjaGi1g1v0591900-LC"	"LotjaGi1g1v0591900-LC"
"LotjaGi1g1v0592000"	"LotjaGi1g1v0592000"					"LotjaGi1g1v0592000"	"LotjaGi1g1v0592000"
"LotjaGi1g1v0592100-LC"	"LotjaGi1g1v0592100-LC"					"LotjaGi1g1v0592100-LC"	"LotjaGi1g1v0592100-LC"
"LotjaGi1g1v0592200-LC"	"LotjaGi1g1v0592200-LC"					"LotjaGi1g1v0592200-LC"	"LotjaGi1g1v0592200-LC"
"LotjaGi1g1v0592300"	"LotjaGi1g1v0592300"					"LotjaGi1g1v0592300"	"LotjaGi1g1v0592300"
"LotjaGi1g1v0592400"	"LotjaGi1g1v0592400"					"LotjaGi1g1v0592400"	"LotjaGi1g1v0592400"
"LotjaGi1g1v0592500"	"LotjaGi1g1v0592500"					"LotjaGi1g1v0592500"	"LotjaGi1g1v0592500"
"LotjaGi1g1v0592600"	"LotjaGi1g1v0592600"					"LotjaGi1g1v0592600"	"LotjaGi1g1v0592600"
"LotjaGi1g1v0592700"	"LotjaGi1g1v0592700"					"LotjaGi1g1v0592700"	"LotjaGi1g1v0592700"
"LotjaGi1g1v0592800"	"LotjaGi1g1v0592800"					"LotjaGi1g1v0592800"	"LotjaGi1g1v0592800"
"LotjaGi1g1v0592900"	"LotjaGi1g1v0592900"					"LotjaGi1g1v0592900"	"LotjaGi1g1v0592900"
"LotjaGi1g1v0593000"	"LotjaGi1g1v0593000"					"LotjaGi1g1v0593000"	"LotjaGi1g1v0593000"
"LotjaGi1g1v0593100"	"LotjaGi1g1v0593100"					"LotjaGi1g1v0593100"	"LotjaGi1g1v0593100"
"LotjaGi1g1v0593200"	"LotjaGi1g1v0593200"					"LotjaGi1g1v0593200"	"LotjaGi1g1v0593200"
"LotjaGi1g1v0593300"	"LotjaGi1g1v0593300"					"LotjaGi1g1v0593300"	"LotjaGi1g1v0593300"
"LotjaGi1g1v0593400"	"LotjaGi1g1v0593400"					"LotjaGi1g1v0593400"	"LotjaGi1g1v0593400"
"LotjaGi1g1v0593500"	"LotjaGi1g1v0593500"					"LotjaGi1g1v0593500"	"LotjaGi1g1v0593500"
"LotjaGi1g1v0593700-LC"	"LotjaGi1g1v0593700-LC"					"LotjaGi1g1v0593700-LC"	"LotjaGi1g1v0593700-LC"
"LotjaGi1g1v0593800"	"LotjaGi1g1v0593800"					"LotjaGi1g1v0593800"	"LotjaGi1g1v0593800"
"LotjaGi1g1v0593900"	"LotjaGi1g1v0593900"					"LotjaGi1g1v0593900"	"LotjaGi1g1v0593900"
"LotjaGi1g1v0594000"	"LotjaGi1g1v0594000"					"LotjaGi1g1v0594000"	"LotjaGi1g1v0594000"
"LotjaGi1g1v0594100"	"LotjaGi1g1v0594100"					"LotjaGi1g1v0594100"	"LotjaGi1g1v0594100"
"LotjaGi1g1v0594200"	"LotjaGi1g1v0594200"					"LotjaGi1g1v0594200"	"LotjaGi1g1v0594200"
"LotjaGi1g1v0594300"	"LotjaGi1g1v0594300"					"LotjaGi1g1v0594300"	"LotjaGi1g1v0594300"
"LotjaGi1g1v0594500"	"LotjaGi1g1v0594500"					"LotjaGi1g1v0594500"	"LotjaGi1g1v0594500"
"LotjaGi1g1v0594600"	"LotjaGi1g1v0594600"					"LotjaGi1g1v0594600"	"LotjaGi1g1v0594600"
"LotjaGi1g1v0594700"	"LotjaGi1g1v0594700"					"LotjaGi1g1v0594700"	"LotjaGi1g1v0594700"
"LotjaGi1g1v0594800"	"LotjaGi1g1v0594800"					"LotjaGi1g1v0594800"	"LotjaGi1g1v0594800"
"LotjaGi1g1v0594900"	"LotjaGi1g1v0594900"					"LotjaGi1g1v0594900"	"LotjaGi1g1v0594900"
"LotjaGi1g1v0595100"	"LotjaGi1g1v0595100"					"LotjaGi1g1v0595100"	"LotjaGi1g1v0595100"
"LotjaGi1g1v0595200"	"LotjaGi1g1v0595200"					"LotjaGi1g1v0595200"	"LotjaGi1g1v0595200"
"LotjaGi1g1v0595300"	"LotjaGi1g1v0595300"					"LotjaGi1g1v0595300"	"LotjaGi1g1v0595300"
"LotjaGi1g1v0595400"	"LotjaGi1g1v0595400"					"LotjaGi1g1v0595400"	"LotjaGi1g1v0595400"
"LotjaGi1g1v0595600"	"LotjaGi1g1v0595600"					"LotjaGi1g1v0595600"	"LotjaGi1g1v0595600"
"LotjaGi1g1v0595700"	"LotjaGi1g1v0595700"					"LotjaGi1g1v0595700"	"LotjaGi1g1v0595700"
"LotjaGi1g1v0595800"	"LotjaGi1g1v0595800"					"LotjaGi1g1v0595800"	"LotjaGi1g1v0595800"
"LotjaGi1g1v0595900-LC"	"LotjaGi1g1v0595900-LC"					"LotjaGi1g1v0595900-LC"	"LotjaGi1g1v0595900-LC"
"LotjaGi1g1v0596100-LC"	"LotjaGi1g1v0596100-LC"					"LotjaGi1g1v0596100-LC"	"LotjaGi1g1v0596100-LC"
"LotjaGi1g1v0596200"	"LotjaGi1g1v0596200"					"LotjaGi1g1v0596200"	"LotjaGi1g1v0596200"
"LotjaGi1g1v0596300"	"LotjaGi1g1v0596300"					"LotjaGi1g1v0596300"	"LotjaGi1g1v0596300"
"LotjaGi1g1v0596400"	"LotjaGi1g1v0596400"					"LotjaGi1g1v0596400"	"LotjaGi1g1v0596400"
"LotjaGi1g1v0596600"	"LotjaGi1g1v0596600"					"LotjaGi1g1v0596600"	"LotjaGi1g1v0596600"
"LotjaGi1g1v0596800"	"LotjaGi1g1v0596800"					"LotjaGi1g1v0596800"	"LotjaGi1g1v0596800"
"LotjaGi1g1v0596900"	"LotjaGi1g1v0596900"					"LotjaGi1g1v0596900"	"LotjaGi1g1v0596900"
"LotjaGi1g1v0597000"	"LotjaGi1g1v0597000"					"LotjaGi1g1v0597000"	"LotjaGi1g1v0597000"
"LotjaGi1g1v0597100"	"LotjaGi1g1v0597100"					"LotjaGi1g1v0597100"	"LotjaGi1g1v0597100"
