"feature_id"	"canonical_gene_id"	"annotation_gene_id"	"common_name"	"synonyms"	"description"	"display_label"	"search_tokens"
"LotjaGi4g1v0072000-LC"	"LotjaGi4g1v0072000-LC"					"LotjaGi4g1v0072000-LC"	"LotjaGi4g1v0072000-LC"
"LotjaGi4g1v0072100"	"LotjaGi4g1v0072100"					"LotjaGi4g1v0072100"	"LotjaGi4g1v0072100"
"LotjaGi4g1v0072400"	"LotjaGi4g1v0072400"					"LotjaGi4g1v0072400"	"LotjaGi4g1v0072400"
"LotjaGi4g1v0072500-LC"	"LotjaGi4g1v0072500-LC"					"LotjaGi4g1v0072500-LC"	"LotjaGi4g1v0072500-LC"
"LotjaGi4g1v0072600"	"LotjaGi4g1v0072600"					"LotjaGi4g1v0072600"	"LotjaGi4g1v0072600"
"LotjaGi4g1v0072700"	"LotjaGi4g1v0072700"					"LotjaGi4g1v0072700"	"LotjaGi4g1v0072700"
"LotjaGi4g1v0072800"	"LotjaGi4g1v0072800"					"LotjaGi4g1v0072800"	"LotjaGi4g1v0072800"
"LotjaGi4g1v0072900"	"LotjaGi4g1v0072900"					"LotjaGi4g1v0072900"	"LotjaGi4g1v0072900"
"LotjaGi4g1v0073100"	"LotjaGi4g1v0073100"					"LotjaGi4g1v0073100"	"LotjaGi4g1v0073100"
"LotjaGi4g1v0073200"	"LotjaGi4g1v0073200"					"LotjaGi4g1v0073200"	"LotjaGi4g1v0073200"
"LotjaGi4g1v0073300"	"LotjaGi4g1v0073300"					"LotjaGi4g1v0073300"	"LotjaGi4g1v0073300"
"LotjaGi4g1v0073400"	"LotjaGi4g1v0073400"					"LotjaGi4g1v0073400"	"LotjaGi4g1v0073400"
"LotjaGi4g1v0073500"	"LotjaGi4g1v0073500"					"LotjaGi4g1v0073500"	"LotjaGi4g1v0073500"
"LotjaGi4g1v0073700"	"LotjaGi4g1v0073700"					"LotjaGi4g1v0073700"	"LotjaGi4g1v0073700"
"LotjaGi4g1v0074000"	"LotjaGi4g1v0074000"					"LotjaGi4g1v0074000"	"LotjaGi4g1v0074000"
"LotjaGi4g1v0074100"	"LotjaGi4g1v0074100"					"LotjaGi4g1v0074100"	"LotjaGi4g1v0074100"
"LotjaGi4g1v0074200"	"LotjaGi4g1v0074200"					"LotjaGi4g1v0074200"	"LotjaGi4g1v0074200"
"LotjaGi4g1v0074400"	"LotjaGi4g1v0074400"					"LotjaGi4g1v0074400"	"LotjaGi4g1v0074400"
"LotjaGi4g1v0074500"	"LotjaGi4g1v0074500"					"LotjaGi4g1v0074500"	"LotjaGi4g1v0074500"
"LotjaGi4g1v0074600"	"LotjaGi4g1v0074600"					"LotjaGi4g1v0074600"	"LotjaGi4g1v0074600"
"LotjaGi4g1v0074700"	"LotjaGi4g1v0074700"					"LotjaGi4g1v0074700"	"LotjaGi4g1v0074700"
"LotjaGi4g1v0075000"	"LotjaGi4g1v0075000"					"LotjaGi4g1v0075000"	"LotjaGi4g1v0075000"
"LotjaGi4g1v0075100"	"LotjaGi4g1v0075100"					"LotjaGi4g1v0075100"	"LotjaGi4g1v0075100"
"LotjaGi4g1v0075200"	"LotjaGi4g1v0075200"					"LotjaGi4g1v0075200"	"LotjaGi4g1v0075200"
"LotjaGi4g1v0075300"	"LotjaGi4g1v0075300"					"LotjaGi4g1v0075300"	"LotjaGi4g1v0075300"
"LotjaGi4g1v0075400"	"LotjaGi4g1v0075400"					"LotjaGi4g1v0075400"	"LotjaGi4g1v0075400"
"LotjaGi4g1v0075500"	"LotjaGi4g1v0075500"					"LotjaGi4g1v0075500"	"LotjaGi4g1v0075500"
"LotjaGi4g1v0075600"	"LotjaGi4g1v0075600"					"LotjaGi4g1v0075600"	"LotjaGi4g1v0075600"
"LotjaGi4g1v0075700"	"LotjaGi4g1v0075700"					"LotjaGi4g1v0075700"	"LotjaGi4g1v0075700"
"LotjaGi4g1v0075800"	"LotjaGi4g1v0075800"					"LotjaGi4g1v0075800"	"LotjaGi4g1v0075800"
"LotjaGi4g1v0075900-LC"	"LotjaGi4g1v0075900-LC"					"LotjaGi4g1v0075900-LC"	"LotjaGi4g1v0075900-LC"
"LotjaGi4g1v0076000"	"LotjaGi4g1v0076000"					"LotjaGi4g1v0076000"	"LotjaGi4g1v0076000"
"LotjaGi4g1v0076100"	"LotjaGi4g1v0076100"					"LotjaGi4g1v0076100"	"LotjaGi4g1v0076100"
"LotjaGi4g1v0076200"	"LotjaGi4g1v0076200"					"LotjaGi4g1v0076200"	"LotjaGi4g1v0076200"
"LotjaGi4g1v0076300"	"LotjaGi4g1v0076300"					"LotjaGi4g1v0076300"	"LotjaGi4g1v0076300"
"LotjaGi4g1v0076400-LC"	"LotjaGi4g1v0076400-LC"					"LotjaGi4g1v0076400-LC"	"LotjaGi4g1v0076400-LC"
"LotjaGi4g1v0076500"	"LotjaGi4g1v0076500"					"LotjaGi4g1v0076500"	"LotjaGi4g1v0076500"
"LotjaGi4g1v0076600"	"LotjaGi4g1v0076600"					"LotjaGi4g1v0076600"	"LotjaGi4g1v0076600"
"LotjaGi4g1v0076700"	"LotjaGi4g1v0076700"					"LotjaGi4g1v0076700"	"LotjaGi4g1v0076700"
"LotjaGi4g1v0076800"	"LotjaGi4g1v0076800"					"LotjaGi4g1v0076800"	"LotjaGi4g1v0076800"
"LotjaGi4g1v0076900"	"LotjaGi4g1v0076900"					"LotjaGi4g1v0076900"	"LotjaGi4g1v0076900"
"LotjaGi4g1v0077100"	"LotjaGi4g1v0077100"					"LotjaGi4g1v0077100"	"LotjaGi4g1v0077100"
"LotjaGi4g1v0077200"	"LotjaGi4g1v0077200"					"LotjaGi4g1v0077200"	"LotjaGi4g1v0077200"
"LotjaGi4g1v0077300"	"LotjaGi4g1v0077300"					"LotjaGi4g1v0077300"	"LotjaGi4g1v0077300"
"LotjaGi4g1v0077400"	"LotjaGi4g1v0077400"					"LotjaGi4g1v0077400"	"LotjaGi4g1v0077400"
"LotjaGi4g1v0077500"	"LotjaGi4g1v0077500"					"LotjaGi4g1v0077500"	"LotjaGi4g1v0077500"
"LotjaGi4g1v0077600"	"LotjaGi4g1v0077600"					"LotjaGi4g1v0077600"	"LotjaGi4g1v0077600"
"LotjaGi4g1v0077700"	"LotjaGi4g1v0077700"					"LotjaGi4g1v0077700"	"LotjaGi4g1v0077700"
"LotjaGi4g1v0077900"	"LotjaGi4g1v0077900"					"LotjaGi4g1v0077900"	"LotjaGi4g1v0077900"
"LotjaGi4g1v0078000-LC"	"LotjaGi4g1v0078000-LC"					"LotjaGi4g1v0078000-LC"	"LotjaGi4g1v0078000-LC"
"LotjaGi4g1v0078100-LC"	"LotjaGi4g1v0078100-LC"					"LotjaGi4g1v0078100-LC"	"LotjaGi4g1v0078100-LC"
"LotjaGi4g1v0078200-LC"	"LotjaGi4g1v0078200-LC"					"LotjaGi4g1v0078200-LC"	"LotjaGi4g1v0078200-LC"
"LotjaGi4g1v0078300"	"LotjaGi4g1v0078300"					"LotjaGi4g1v0078300"	"LotjaGi4g1v0078300"
"LotjaGi4g1v0078400"	"LotjaGi4g1v0078400"					"LotjaGi4g1v0078400"	"LotjaGi4g1v0078400"
"LotjaGi4g1v0078700"	"LotjaGi4g1v0078700"					"LotjaGi4g1v0078700"	"LotjaGi4g1v0078700"
"LotjaGi4g1v0078900"	"LotjaGi4g1v0078900"					"LotjaGi4g1v0078900"	"LotjaGi4g1v0078900"
"LotjaGi4g1v0079000"	"LotjaGi4g1v0079000"					"LotjaGi4g1v0079000"	"LotjaGi4g1v0079000"
"LotjaGi4g1v0079100"	"LotjaGi4g1v0079100"					"LotjaGi4g1v0079100"	"LotjaGi4g1v0079100"
"LotjaGi4g1v0079200-LC"	"LotjaGi4g1v0079200-LC"					"LotjaGi4g1v0079200-LC"	"LotjaGi4g1v0079200-LC"
"LotjaGi4g1v0079300"	"LotjaGi4g1v0079300"					"LotjaGi4g1v0079300"	"LotjaGi4g1v0079300"
"LotjaGi4g1v0079500"	"LotjaGi4g1v0079500"					"LotjaGi4g1v0079500"	"LotjaGi4g1v0079500"
"LotjaGi4g1v0079600"	"LotjaGi4g1v0079600"					"LotjaGi4g1v0079600"	"LotjaGi4g1v0079600"
"LotjaGi4g1v0079900"	"LotjaGi4g1v0079900"					"LotjaGi4g1v0079900"	"LotjaGi4g1v0079900"
"LotjaGi4g1v0080000"	"LotjaGi4g1v0080000"					"LotjaGi4g1v0080000"	"LotjaGi4g1v0080000"
"LotjaGi4g1v0080600"	"LotjaGi4g1v0080600"					"LotjaGi4g1v0080600"	"LotjaGi4g1v0080600"
"LotjaGi4g1v0080700"	"LotjaGi4g1v0080700"					"LotjaGi4g1v0080700"	"LotjaGi4g1v0080700"
"LotjaGi4g1v0080800"	"LotjaGi4g1v0080800"					"LotjaGi4g1v0080800"	"LotjaGi4g1v0080800"
"LotjaGi4g1v0080900"	"LotjaGi4g1v0080900"					"LotjaGi4g1v0080900"	"LotjaGi4g1v0080900"
"LotjaGi4g1v0081000"	"LotjaGi4g1v0081000"					"LotjaGi4g1v0081000"	"LotjaGi4g1v0081000"
"LotjaGi4g1v0081300-LC"	"LotjaGi4g1v0081300-LC"					"LotjaGi4g1v0081300-LC"	"LotjaGi4g1v0081300-LC"
"LotjaGi4g1v0081400"	"LotjaGi4g1v0081400"					"LotjaGi4g1v0081400"	"LotjaGi4g1v0081400"
"LotjaGi4g1v0081500"	"LotjaGi4g1v0081500"					"LotjaGi4g1v0081500"	"LotjaGi4g1v0081500"
"LotjaGi4g1v0081600"	"LotjaGi4g1v0081600"					"LotjaGi4g1v0081600"	"LotjaGi4g1v0081600"
"LotjaGi4g1v0081800"	"LotjaGi4g1v0081800"					"LotjaGi4g1v0081800"	"LotjaGi4g1v0081800"
"LotjaGi4g1v0081900"	"LotjaGi4g1v0081900"					"LotjaGi4g1v0081900"	"LotjaGi4g1v0081900"
"LotjaGi4g1v0082000"	"LotjaGi4g1v0082000"					"LotjaGi4g1v0082000"	"LotjaGi4g1v0082000"
"LotjaGi4g1v0082100"	"LotjaGi4g1v0082100"					"LotjaGi4g1v0082100"	"LotjaGi4g1v0082100"
"LotjaGi4g1v0082200"	"LotjaGi4g1v0082200"					"LotjaGi4g1v0082200"	"LotjaGi4g1v0082200"
"LotjaGi4g1v0082300"	"LotjaGi4g1v0082300"					"LotjaGi4g1v0082300"	"LotjaGi4g1v0082300"
"LotjaGi4g1v0082400"	"LotjaGi4g1v0082400"					"LotjaGi4g1v0082400"	"LotjaGi4g1v0082400"
"LotjaGi4g1v0082500-LC"	"LotjaGi4g1v0082500-LC"					"LotjaGi4g1v0082500-LC"	"LotjaGi4g1v0082500-LC"
"LotjaGi4g1v0082700"	"LotjaGi4g1v0082700"					"LotjaGi4g1v0082700"	"LotjaGi4g1v0082700"
"LotjaGi4g1v0082800-LC"	"LotjaGi4g1v0082800-LC"					"LotjaGi4g1v0082800-LC"	"LotjaGi4g1v0082800-LC"
"LotjaGi4g1v0082900"	"LotjaGi4g1v0082900"					"LotjaGi4g1v0082900"	"LotjaGi4g1v0082900"
"LotjaGi4g1v0083000"	"LotjaGi4g1v0083000"					"LotjaGi4g1v0083000"	"LotjaGi4g1v0083000"
"LotjaGi4g1v0083100"	"LotjaGi4g1v0083100"					"LotjaGi4g1v0083100"	"LotjaGi4g1v0083100"
"LotjaGi4g1v0083200"	"LotjaGi4g1v0083200"					"LotjaGi4g1v0083200"	"LotjaGi4g1v0083200"
"LotjaGi4g1v0083300"	"LotjaGi4g1v0083300"					"LotjaGi4g1v0083300"	"LotjaGi4g1v0083300"
"LotjaGi4g1v0083400"	"LotjaGi4g1v0083400"					"LotjaGi4g1v0083400"	"LotjaGi4g1v0083400"
"LotjaGi4g1v0083600"	"LotjaGi4g1v0083600"					"LotjaGi4g1v0083600"	"LotjaGi4g1v0083600"
"LotjaGi4g1v0083500"	"LotjaGi4g1v0083500"					"LotjaGi4g1v0083500"	"LotjaGi4g1v0083500"
"LotjaGi4g1v0083700"	"LotjaGi4g1v0083700"					"LotjaGi4g1v0083700"	"LotjaGi4g1v0083700"
"LotjaGi4g1v0083800"	"LotjaGi4g1v0083800"					"LotjaGi4g1v0083800"	"LotjaGi4g1v0083800"
"LotjaGi4g1v0083900"	"LotjaGi4g1v0083900"					"LotjaGi4g1v0083900"	"LotjaGi4g1v0083900"
"LotjaGi4g1v0084000"	"LotjaGi4g1v0084000"					"LotjaGi4g1v0084000"	"LotjaGi4g1v0084000"
"LotjaGi4g1v0084200"	"LotjaGi4g1v0084200"					"LotjaGi4g1v0084200"	"LotjaGi4g1v0084200"
"LotjaGi4g1v0084400"	"LotjaGi4g1v0084400"					"LotjaGi4g1v0084400"	"LotjaGi4g1v0084400"
"LotjaGi4g1v0084500"	"LotjaGi4g1v0084500"					"LotjaGi4g1v0084500"	"LotjaGi4g1v0084500"
"LotjaGi4g1v0084600"	"LotjaGi4g1v0084600"					"LotjaGi4g1v0084600"	"LotjaGi4g1v0084600"
"LotjaGi4g1v0084700"	"LotjaGi4g1v0084700"					"LotjaGi4g1v0084700"	"LotjaGi4g1v0084700"
"LotjaGi4g1v0084800"	"LotjaGi4g1v0084800"					"LotjaGi4g1v0084800"	"LotjaGi4g1v0084800"
"LotjaGi4g1v0084900"	"LotjaGi4g1v0084900"					"LotjaGi4g1v0084900"	"LotjaGi4g1v0084900"
"LotjaGi4g1v0085100"	"LotjaGi4g1v0085100"					"LotjaGi4g1v0085100"	"LotjaGi4g1v0085100"
"LotjaGi4g1v0085200"	"LotjaGi4g1v0085200"					"LotjaGi4g1v0085200"	"LotjaGi4g1v0085200"
"LotjaGi4g1v0085300"	"LotjaGi4g1v0085300"					"LotjaGi4g1v0085300"	"LotjaGi4g1v0085300"
"LotjaGi4g1v0085400"	"LotjaGi4g1v0085400"					"LotjaGi4g1v0085400"	"LotjaGi4g1v0085400"
"LotjaGi4g1v0085500"	"LotjaGi4g1v0085500"					"LotjaGi4g1v0085500"	"LotjaGi4g1v0085500"
"LotjaGi4g1v0085600"	"LotjaGi4g1v0085600"					"LotjaGi4g1v0085600"	"LotjaGi4g1v0085600"
"LotjaGi4g1v0085700"	"LotjaGi4g1v0085700"					"LotjaGi4g1v0085700"	"LotjaGi4g1v0085700"
"LotjaGi4g1v0085800"	"LotjaGi4g1v0085800"					"LotjaGi4g1v0085800"	"LotjaGi4g1v0085800"
"LotjaGi4g1v0085900-LC"	"LotjaGi4g1v0085900-LC"					"LotjaGi4g1v0085900-LC"	"LotjaGi4g1v0085900-LC"
"LotjaGi4g1v0086000"	"LotjaGi4g1v0086000"					"LotjaGi4g1v0086000"	"LotjaGi4g1v0086000"
"LotjaGi4g1v0086100"	"LotjaGi4g1v0086100"					"LotjaGi4g1v0086100"	"LotjaGi4g1v0086100"
"LotjaGi4g1v0086200"	"LotjaGi4g1v0086200"					"LotjaGi4g1v0086200"	"LotjaGi4g1v0086200"
"LotjaGi4g1v0086300"	"LotjaGi4g1v0086300"					"LotjaGi4g1v0086300"	"LotjaGi4g1v0086300"
"LotjaGi4g1v0086400"	"LotjaGi4g1v0086400"					"LotjaGi4g1v0086400"	"LotjaGi4g1v0086400"
"LotjaGi4g1v0086500"	"LotjaGi4g1v0086500"					"LotjaGi4g1v0086500"	"LotjaGi4g1v0086500"
"LotjaGi4g1v0086600"	"LotjaGi4g1v0086600"					"LotjaGi4g1v0086600"	"LotjaGi4g1v0086600"
"LotjaGi4g1v0086700"	"LotjaGi4g1v0086700"					"LotjaGi4g1v0086700"	"LotjaGi4g1v0086700"
"LotjaGi4g1v0086800"	"LotjaGi4g1v0086800"					"LotjaGi4g1v0086800"	"LotjaGi4g1v0086800"
"LotjaGi4g1v0086900"	"LotjaGi4g1v0086900"					"LotjaGi4g1v0086900"	"LotjaGi4g1v0086900"
"LotjaGi4g1v0087000"	"LotjaGi4g1v0087000"					"LotjaGi4g1v0087000"	"LotjaGi4g1v0087000"
"LotjaGi4g1v0087100"	"LotjaGi4g1v0087100"					"LotjaGi4g1v0087100"	"LotjaGi4g1v0087100"
"LotjaGi4g1v0087300"	"LotjaGi4g1v0087300"					"LotjaGi4g1v0087300"	"LotjaGi4g1v0087300"
"LotjaGi4g1v0087400"	"LotjaGi4g1v0087400"					"LotjaGi4g1v0087400"	"LotjaGi4g1v0087400"
"LotjaGi4g1v0087500"	"LotjaGi4g1v0087500"					"LotjaGi4g1v0087500"	"LotjaGi4g1v0087500"
"LotjaGi4g1v0087700"	"LotjaGi4g1v0087700"					"LotjaGi4g1v0087700"	"LotjaGi4g1v0087700"
"LotjaGi4g1v0087800"	"LotjaGi4g1v0087800"					"LotjaGi4g1v0087800"	"LotjaGi4g1v0087800"
"LotjaGi4g1v0087900"	"LotjaGi4g1v0087900"					"LotjaGi4g1v0087900"	"LotjaGi4g1v0087900"
"LotjaGi4g1v0088200"	"LotjaGi4g1v0088200"					"LotjaGi4g1v0088200"	"LotjaGi4g1v0088200"
"LotjaGi4g1v0088300"	"LotjaGi4g1v0088300"					"LotjaGi4g1v0088300"	"LotjaGi4g1v0088300"
"LotjaGi4g1v0088400"	"LotjaGi4g1v0088400"					"LotjaGi4g1v0088400"	"LotjaGi4g1v0088400"
"LotjaGi4g1v0088450"	"LotjaGi4g1v0088450"					"LotjaGi4g1v0088450"	"LotjaGi4g1v0088450"
"LotjaGi4g1v0088500"	"LotjaGi4g1v0088500"					"LotjaGi4g1v0088500"	"LotjaGi4g1v0088500"
"LotjaGi4g1v0088700-LC"	"LotjaGi4g1v0088700-LC"					"LotjaGi4g1v0088700-LC"	"LotjaGi4g1v0088700-LC"
"LotjaGi4g1v0088800-LC"	"LotjaGi4g1v0088800-LC"					"LotjaGi4g1v0088800-LC"	"LotjaGi4g1v0088800-LC"
"LotjaGi4g1v0088900"	"LotjaGi4g1v0088900"					"LotjaGi4g1v0088900"	"LotjaGi4g1v0088900"
"LotjaGi4g1v0089000"	"LotjaGi4g1v0089000"					"LotjaGi4g1v0089000"	"LotjaGi4g1v0089000"
"LotjaGi4g1v0089200"	"LotjaGi4g1v0089200"					"LotjaGi4g1v0089200"	"LotjaGi4g1v0089200"
"LotjaGi4g1v0089300"	"LotjaGi4g1v0089300"					"LotjaGi4g1v0089300"	"LotjaGi4g1v0089300"
"LotjaGi4g1v0089400"	"LotjaGi4g1v0089400"					"LotjaGi4g1v0089400"	"LotjaGi4g1v0089400"
"LotjaGi4g1v0089500"	"LotjaGi4g1v0089500"					"LotjaGi4g1v0089500"	"LotjaGi4g1v0089500"
"LotjaGi4g1v0089600"	"LotjaGi4g1v0089600"					"LotjaGi4g1v0089600"	"LotjaGi4g1v0089600"
"LotjaGi4g1v0089700-LC"	"LotjaGi4g1v0089700-LC"					"LotjaGi4g1v0089700-LC"	"LotjaGi4g1v0089700-LC"
"LotjaGi4g1v0089800"	"LotjaGi4g1v0089800"					"LotjaGi4g1v0089800"	"LotjaGi4g1v0089800"
"LotjaGi4g1v0089900"	"LotjaGi4g1v0089900"					"LotjaGi4g1v0089900"	"LotjaGi4g1v0089900"
"LotjaGi4g1v0090000"	"LotjaGi4g1v0090000"					"LotjaGi4g1v0090000"	"LotjaGi4g1v0090000"
"LotjaGi4g1v0090100"	"LotjaGi4g1v0090100"					"LotjaGi4g1v0090100"	"LotjaGi4g1v0090100"
"LotjaGi4g1v0090400"	"LotjaGi4g1v0090400"					"LotjaGi4g1v0090400"	"LotjaGi4g1v0090400"
"LotjaGi4g1v0090500"	"LotjaGi4g1v0090500"					"LotjaGi4g1v0090500"	"LotjaGi4g1v0090500"
"LotjaGi4g1v0090600"	"LotjaGi4g1v0090600"					"LotjaGi4g1v0090600"	"LotjaGi4g1v0090600"
"LotjaGi4g1v0090700"	"LotjaGi4g1v0090700"					"LotjaGi4g1v0090700"	"LotjaGi4g1v0090700"
"LotjaGi4g1v0091000"	"LotjaGi4g1v0091000"					"LotjaGi4g1v0091000"	"LotjaGi4g1v0091000"
"LotjaGi4g1v0091100"	"LotjaGi4g1v0091100"					"LotjaGi4g1v0091100"	"LotjaGi4g1v0091100"
"LotjaGi4g1v0091300"	"LotjaGi4g1v0091300"					"LotjaGi4g1v0091300"	"LotjaGi4g1v0091300"
"LotjaGi4g1v0091400"	"LotjaGi4g1v0091400"					"LotjaGi4g1v0091400"	"LotjaGi4g1v0091400"
"LotjaGi4g1v0091500"	"LotjaGi4g1v0091500"					"LotjaGi4g1v0091500"	"LotjaGi4g1v0091500"
"LotjaGi4g1v0091600"	"LotjaGi4g1v0091600"					"LotjaGi4g1v0091600"	"LotjaGi4g1v0091600"
"LotjaGi4g1v0091700-LC"	"LotjaGi4g1v0091700-LC"					"LotjaGi4g1v0091700-LC"	"LotjaGi4g1v0091700-LC"
"LotjaGi4g1v0091800"	"LotjaGi4g1v0091800"					"LotjaGi4g1v0091800"	"LotjaGi4g1v0091800"
"LotjaGi4g1v0091900"	"LotjaGi4g1v0091900"					"LotjaGi4g1v0091900"	"LotjaGi4g1v0091900"
"LotjaGi4g1v0092000"	"LotjaGi4g1v0092000"					"LotjaGi4g1v0092000"	"LotjaGi4g1v0092000"
"LotjaGi4g1v0092100-LC"	"LotjaGi4g1v0092100-LC"					"LotjaGi4g1v0092100-LC"	"LotjaGi4g1v0092100-LC"
"LotjaGi4g1v0092200"	"LotjaGi4g1v0092200"					"LotjaGi4g1v0092200"	"LotjaGi4g1v0092200"
"LotjaGi4g1v0092800-LC"	"LotjaGi4g1v0092800-LC"					"LotjaGi4g1v0092800-LC"	"LotjaGi4g1v0092800-LC"
"LotjaGi4g1v0092900"	"LotjaGi4g1v0092900"					"LotjaGi4g1v0092900"	"LotjaGi4g1v0092900"
"LotjaGi4g1v0093000"	"LotjaGi4g1v0093000"					"LotjaGi4g1v0093000"	"LotjaGi4g1v0093000"
"LotjaGi4g1v0093200-LC"	"LotjaGi4g1v0093200-LC"					"LotjaGi4g1v0093200-LC"	"LotjaGi4g1v0093200-LC"
"LotjaGi4g1v0093300-LC"	"LotjaGi4g1v0093300-LC"					"LotjaGi4g1v0093300-LC"	"LotjaGi4g1v0093300-LC"
"LotjaGi4g1v0093400"	"LotjaGi4g1v0093400"					"LotjaGi4g1v0093400"	"LotjaGi4g1v0093400"
"LotjaGi4g1v0093500"	"LotjaGi4g1v0093500"					"LotjaGi4g1v0093500"	"LotjaGi4g1v0093500"
"LotjaGi4g1v0093700"	"LotjaGi4g1v0093700"					"LotjaGi4g1v0093700"	"LotjaGi4g1v0093700"
"LotjaGi4g1v0093900"	"LotjaGi4g1v0093900"					"LotjaGi4g1v0093900"	"LotjaGi4g1v0093900"
"LotjaGi4g1v0094000"	"LotjaGi4g1v0094000"					"LotjaGi4g1v0094000"	"LotjaGi4g1v0094000"
"LotjaGi4g1v0094100"	"LotjaGi4g1v0094100"					"LotjaGi4g1v0094100"	"LotjaGi4g1v0094100"
"LotjaGi4g1v0094200"	"LotjaGi4g1v0094200"					"LotjaGi4g1v0094200"	"LotjaGi4g1v0094200"
"LotjaGi4g1v0094300"	"LotjaGi4g1v0094300"					"LotjaGi4g1v0094300"	"LotjaGi4g1v0094300"
"LotjaGi4g1v0094400"	"LotjaGi4g1v0094400"					"LotjaGi4g1v0094400"	"LotjaGi4g1v0094400"
"LotjaGi4g1v0094500"	"LotjaGi4g1v0094500"					"LotjaGi4g1v0094500"	"LotjaGi4g1v0094500"
"LotjaGi4g1v0094600"	"LotjaGi4g1v0094600"					"LotjaGi4g1v0094600"	"LotjaGi4g1v0094600"
"LotjaGi4g1v0095100"	"LotjaGi4g1v0095100"					"LotjaGi4g1v0095100"	"LotjaGi4g1v0095100"
"LotjaGi4g1v0095200"	"LotjaGi4g1v0095200"					"LotjaGi4g1v0095200"	"LotjaGi4g1v0095200"
"LotjaGi4g1v0095300"	"LotjaGi4g1v0095300"					"LotjaGi4g1v0095300"	"LotjaGi4g1v0095300"
"LotjaGi4g1v0095400"	"LotjaGi4g1v0095400"					"LotjaGi4g1v0095400"	"LotjaGi4g1v0095400"
"LotjaGi4g1v0095500"	"LotjaGi4g1v0095500"					"LotjaGi4g1v0095500"	"LotjaGi4g1v0095500"
"LotjaGi4g1v0095700"	"LotjaGi4g1v0095700"					"LotjaGi4g1v0095700"	"LotjaGi4g1v0095700"
"LotjaGi4g1v0095800-LC"	"LotjaGi4g1v0095800-LC"					"LotjaGi4g1v0095800-LC"	"LotjaGi4g1v0095800-LC"
"LotjaGi4g1v0095900"	"LotjaGi4g1v0095900"					"LotjaGi4g1v0095900"	"LotjaGi4g1v0095900"
"LotjaGi4g1v0096000"	"LotjaGi4g1v0096000"					"LotjaGi4g1v0096000"	"LotjaGi4g1v0096000"
"LotjaGi4g1v0096100"	"LotjaGi4g1v0096100"					"LotjaGi4g1v0096100"	"LotjaGi4g1v0096100"
"LotjaGi4g1v0096200"	"LotjaGi4g1v0096200"					"LotjaGi4g1v0096200"	"LotjaGi4g1v0096200"
"LotjaGi4g1v0096300"	"LotjaGi4g1v0096300"					"LotjaGi4g1v0096300"	"LotjaGi4g1v0096300"
"LotjaGi4g1v0096500"	"LotjaGi4g1v0096500"					"LotjaGi4g1v0096500"	"LotjaGi4g1v0096500"
"LotjaGi4g1v0096600"	"LotjaGi4g1v0096600"					"LotjaGi4g1v0096600"	"LotjaGi4g1v0096600"
"LotjaGi4g1v0096700"	"LotjaGi4g1v0096700"					"LotjaGi4g1v0096700"	"LotjaGi4g1v0096700"
"LotjaGi4g1v0096800"	"LotjaGi4g1v0096800"					"LotjaGi4g1v0096800"	"LotjaGi4g1v0096800"
"LotjaGi4g1v0096900"	"LotjaGi4g1v0096900"					"LotjaGi4g1v0096900"	"LotjaGi4g1v0096900"
"LotjaGi4g1v0097000-LC"	"LotjaGi4g1v0097000-LC"					"LotjaGi4g1v0097000-LC"	"LotjaGi4g1v0097000-LC"
"LotjaGi4g1v0097100-LC"	"LotjaGi4g1v0097100-LC"					"LotjaGi4g1v0097100-LC"	"LotjaGi4g1v0097100-LC"
"LotjaGi4g1v0097200"	"LotjaGi4g1v0097200"					"LotjaGi4g1v0097200"	"LotjaGi4g1v0097200"
"LotjaGi4g1v0097300"	"LotjaGi4g1v0097300"					"LotjaGi4g1v0097300"	"LotjaGi4g1v0097300"
"LotjaGi4g1v0097400"	"LotjaGi4g1v0097400"					"LotjaGi4g1v0097400"	"LotjaGi4g1v0097400"
"LotjaGi4g1v0097500"	"LotjaGi4g1v0097500"					"LotjaGi4g1v0097500"	"LotjaGi4g1v0097500"
"LotjaGi4g1v0097600-LC"	"LotjaGi4g1v0097600-LC"					"LotjaGi4g1v0097600-LC"	"LotjaGi4g1v0097600-LC"
"LotjaGi4g1v0097700"	"LotjaGi4g1v0097700"					"LotjaGi4g1v0097700"	"LotjaGi4g1v0097700"
"LotjaGi4g1v0097900"	"LotjaGi4g1v0097900"					"LotjaGi4g1v0097900"	"LotjaGi4g1v0097900"
"LotjaGi4g1v0098000"	"LotjaGi4g1v0098000"					"LotjaGi4g1v0098000"	"LotjaGi4g1v0098000"
"LotjaGi4g1v0098100"	"LotjaGi4g1v0098100"					"LotjaGi4g1v0098100"	"LotjaGi4g1v0098100"
"LotjaGi4g1v0098200"	"LotjaGi4g1v0098200"					"LotjaGi4g1v0098200"	"LotjaGi4g1v0098200"
"LotjaGi4g1v0098300"	"LotjaGi4g1v0098300"					"LotjaGi4g1v0098300"	"LotjaGi4g1v0098300"
"LotjaGi4g1v0098400"	"LotjaGi4g1v0098400"					"LotjaGi4g1v0098400"	"LotjaGi4g1v0098400"
"LotjaGi4g1v0098500"	"LotjaGi4g1v0098500"					"LotjaGi4g1v0098500"	"LotjaGi4g1v0098500"
"LotjaGi4g1v0098600-LC"	"LotjaGi4g1v0098600-LC"					"LotjaGi4g1v0098600-LC"	"LotjaGi4g1v0098600-LC"
