"canonical_gene_id"	"feature_id"
"MtrunA17Chr2g0308801"	"MtrunA17Chr2g0308801"
"MtrunA17Chr2g0308861"	"MtrunA17Chr2g0308861"
"MtrunA17Chr2g0308991"	"MtrunA17Chr2g0308991"
"MtrunA17Chr2g0309291"	"MtrunA17Chr2g0309291"
"MtrunA17Chr2g0309341"	"MtrunA17Chr2g0309341"
"MtrunA17Chr2g0309401"	"MtrunA17Chr2g0309401"
"MtrunA17Chr2g0309471"	"MtrunA17Chr2g0309471"
"MtrunA17Chr2g0309941"	"MtrunA17Chr2g0309941"
"MtrunA17Chr2g0310601"	"MtrunA17Chr2g0310601"
"MtrunA17Chr2g0311721"	"MtrunA17Chr2g0311721"
"MtrunA17Chr2g0311741"	"MtrunA17Chr2g0311741"
"MtrunA17Chr2g0311951"	"MtrunA17Chr2g0311951"
"MtrunA17Chr2g0312291"	"MtrunA17Chr2g0312291"
"MtrunA17Chr2g0312531"	"MtrunA17Chr2g0312531"
"MtrunA17Chr2g0312581"	"MtrunA17Chr2g0312581"
"MtrunA17Chr2g0312931"	"MtrunA17Chr2g0312931"
"MtrunA17Chr2g0313871"	"MtrunA17Chr2g0313871"
"MtrunA17Chr2g0313911"	"MtrunA17Chr2g0313911"
"MtrunA17Chr2g0315551"	"MtrunA17Chr2g0315551"
"MtrunA17Chr2g0316011"	"MtrunA17Chr2g0316011"
"MtrunA17Chr2g0316241"	"MtrunA17Chr2g0316241"
"MtrunA17Chr2g0316431"	"MtrunA17Chr2g0316431"
"MtrunA17Chr2g0317661"	"MtrunA17Chr2g0317661"
"MtrunA17Chr2g0317681"	"MtrunA17Chr2g0317681"
"MtrunA17Chr2g0317911"	"MtrunA17Chr2g0317911"
"MtrunA17Chr2g0318301"	"MtrunA17Chr2g0318301"
"MtrunA17Chr2g0320661"	"MtrunA17Chr2g0320661"
"MtrunA17Chr2g0320751"	"MtrunA17Chr2g0320751"
"MtrunA17Chr2g0320831"	"MtrunA17Chr2g0320831"
"MtrunA17Chr2g0321111"	"MtrunA17Chr2g0321111"
"MtrunA17Chr2g0321341"	"MtrunA17Chr2g0321341"
"MtrunA17Chr2g0321351"	"MtrunA17Chr2g0321351"
"MtrunA17Chr2g0321921"	"MtrunA17Chr2g0321921"
"MtrunA17Chr2g0322121"	"MtrunA17Chr2g0322121"
"MtrunA17Chr2g0322391"	"MtrunA17Chr2g0322391"
"MtrunA17Chr2g0322571"	"MtrunA17Chr2g0322571"
"MtrunA17Chr2g0322591"	"MtrunA17Chr2g0322591"
"MtrunA17Chr2g0322721"	"MtrunA17Chr2g0322721"
"MtrunA17Chr2g0323281"	"MtrunA17Chr2g0323281"
"MtrunA17Chr2g0324081"	"MtrunA17Chr2g0324081"
"MtrunA17Chr2g0324481"	"MtrunA17Chr2g0324481"
"MtrunA17Chr2g0324781"	"MtrunA17Chr2g0324781"
"MtrunA17Chr2g0325011"	"MtrunA17Chr2g0325011"
"MtrunA17Chr2g0325101"	"MtrunA17Chr2g0325101"
"MtrunA17Chr2g0325901"	"MtrunA17Chr2g0325901"
"MtrunA17Chr2g0326621"	"MtrunA17Chr2g0326621"
"MtrunA17Chr2g0326901"	"MtrunA17Chr2g0326901"
"MtrunA17Chr2g0327241"	"MtrunA17Chr2g0327241"
"MtrunA17Chr2g0327431"	"MtrunA17Chr2g0327431"
"MtrunA17Chr2g0327661"	"MtrunA17Chr2g0327661"
"MtrunA17Chr2g0327961"	"MtrunA17Chr2g0327961"
"MtrunA17Chr2g0328811"	"MtrunA17Chr2g0328811"
"MtrunA17Chr2g0328891"	"MtrunA17Chr2g0328891"
"MtrunA17Chr2g0328931"	"MtrunA17Chr2g0328931"
"MtrunA17Chr2g0329071"	"MtrunA17Chr2g0329071"
"MtrunA17Chr2g0329181"	"MtrunA17Chr2g0329181"
"MtrunA17Chr2g0329451"	"MtrunA17Chr2g0329451"
"MtrunA17Chr2g0329751"	"MtrunA17Chr2g0329751"
"MtrunA17Chr2g0329981"	"MtrunA17Chr2g0329981"
"MtrunA17Chr2g0329991"	"MtrunA17Chr2g0329991"
"MtrunA17Chr2g0330111"	"MtrunA17Chr2g0330111"
"MtrunA17Chr2g0330371"	"MtrunA17Chr2g0330371"
"MtrunA17Chr2g0330391"	"MtrunA17Chr2g0330391"
"MtrunA17Chr2g0331641"	"MtrunA17Chr2g0331641"
"MtrunA17Chr2g0331671"	"MtrunA17Chr2g0331671"
"MtrunA17Chr2g0331871"	"MtrunA17Chr2g0331871"
"MtrunA17Chr2g0331891"	"MtrunA17Chr2g0331891"
"MtrunA17Chr2g0331901"	"MtrunA17Chr2g0331901"
"MtrunA17Chr2g0331911"	"MtrunA17Chr2g0331911"
"MtrunA17Chr2g0331951"	"MtrunA17Chr2g0331951"
"MtrunA17Chr2g0331961"	"MtrunA17Chr2g0331961"
"MtrunA17Chr2g0332111"	"MtrunA17Chr2g0332111"
"MtrunA17Chr2g0332861"	"MtrunA17Chr2g0332861"
"MtrunA17Chr2g0332931"	"MtrunA17Chr2g0332931"
"MtrunA17Chr2g0333231"	"MtrunA17Chr2g0333231"
"MtrunA17Chr2g0333271"	"MtrunA17Chr2g0333271"
"MtrunA17Chr2g0333301"	"MtrunA17Chr2g0333301"
"MtrunA17Chr2g0333311"	"MtrunA17Chr2g0333311"
"MtrunA17Chr2g0333661"	"MtrunA17Chr2g0333661"
"MtrunA17Chr2g0333781"	"MtrunA17Chr2g0333781"
"MtrunA17Chr2g0333811"	"MtrunA17Chr2g0333811"
"MtrunA17Chr2g0333821"	"MtrunA17Chr2g0333821"
"MtrunA17Chr2g0333911"	"MtrunA17Chr2g0333911"
"MtrunA17Chr2g0334041"	"MtrunA17Chr2g0334041"
"MtrunA17Chr2g0334051"	"MtrunA17Chr2g0334051"
"MtrunA17Chr2g0334101"	"MtrunA17Chr2g0334101"
"MtrunA17Chr3g0077611"	"MtrunA17Chr3g0077611"
"MtrunA17Chr3g0077631"	"MtrunA17Chr3g0077631"
"MtrunA17Chr3g0077711"	"MtrunA17Chr3g0077711"
"MtrunA17Chr3g0078291"	"MtrunA17Chr3g0078291"
"MtrunA17Chr3g0078381"	"MtrunA17Chr3g0078381"
"MtrunA17Chr3g0078671"	"MtrunA17Chr3g0078671"
"MtrunA17Chr3g0079311"	"MtrunA17Chr3g0079311"
"MtrunA17Chr3g0079521"	"MtrunA17Chr3g0079521"
"MtrunA17Chr3g0080021"	"MtrunA17Chr3g0080021"
"MtrunA17Chr3g0080161"	"MtrunA17Chr3g0080161"
"MtrunA17Chr3g0080351"	"MtrunA17Chr3g0080351"
"MtrunA17Chr3g0080391"	"MtrunA17Chr3g0080391"
"MtrunA17Chr3g0080431"	"MtrunA17Chr3g0080431"
"MtrunA17Chr3g0080761"	"MtrunA17Chr3g0080761"
"MtrunA17Chr3g0081091"	"MtrunA17Chr3g0081091"
"MtrunA17Chr3g0081521"	"MtrunA17Chr3g0081521"
"MtrunA17Chr3g0081531"	"MtrunA17Chr3g0081531"
"MtrunA17Chr3g0081621"	"MtrunA17Chr3g0081621"
"MtrunA17Chr3g0081691"	"MtrunA17Chr3g0081691"
"MtrunA17Chr3g0081701"	"MtrunA17Chr3g0081701"
"MtrunA17Chr3g0082031"	"MtrunA17Chr3g0082031"
"MtrunA17Chr3g0082861"	"MtrunA17Chr3g0082861"
"MtrunA17Chr3g0083531"	"MtrunA17Chr3g0083531"
"MtrunA17Chr3g0083901"	"MtrunA17Chr3g0083901"
"MtrunA17Chr3g0084071"	"MtrunA17Chr3g0084071"
"MtrunA17Chr3g0084371"	"MtrunA17Chr3g0084371"
"MtrunA17Chr3g0084381"	"MtrunA17Chr3g0084381"
"MtrunA17Chr3g0084921"	"MtrunA17Chr3g0084921"
"MtrunA17Chr3g0085691"	"MtrunA17Chr3g0085691"
"MtrunA17Chr3g0086111"	"MtrunA17Chr3g0086111"
"MtrunA17Chr3g0086811"	"MtrunA17Chr3g0086811"
"MtrunA17Chr3g0087461"	"MtrunA17Chr3g0087461"
"MtrunA17Chr3g0087781"	"MtrunA17Chr3g0087781"
"MtrunA17Chr3g0087821"	"MtrunA17Chr3g0087821"
"MtrunA17Chr3g0088301"	"MtrunA17Chr3g0088301"
"MtrunA17Chr3g0088821"	"MtrunA17Chr3g0088821"
"MtrunA17Chr3g0089031"	"MtrunA17Chr3g0089031"
"MtrunA17Chr3g0089391"	"MtrunA17Chr3g0089391"
"MtrunA17Chr3g0089851"	"MtrunA17Chr3g0089851"
"MtrunA17Chr3g0090051"	"MtrunA17Chr3g0090051"
"MtrunA17Chr3g0090061"	"MtrunA17Chr3g0090061"
"MtrunA17Chr3g0091141"	"MtrunA17Chr3g0091141"
"MtrunA17Chr3g0092131"	"MtrunA17Chr3g0092131"
"MtrunA17Chr3g0092501"	"MtrunA17Chr3g0092501"
"MtrunA17Chr3g0093001"	"MtrunA17Chr3g0093001"
"MtrunA17Chr3g0093711"	"MtrunA17Chr3g0093711"
"MtrunA17Chr3g0093731"	"MtrunA17Chr3g0093731"
"MtrunA17Chr3g0093841"	"MtrunA17Chr3g0093841"
"MtrunA17Chr3g0093871"	"MtrunA17Chr3g0093871"
"MtrunA17Chr3g0093921"	"MtrunA17Chr3g0093921"
"MtrunA17Chr3g0093971"	"MtrunA17Chr3g0093971"
"MtrunA17Chr3g0095231"	"MtrunA17Chr3g0095231"
"MtrunA17Chr3g0095421"	"MtrunA17Chr3g0095421"
"MtrunA17Chr3g0097821"	"MtrunA17Chr3g0097821"
"MtrunA17Chr3g0098721"	"MtrunA17Chr3g0098721"
"MtrunA17Chr3g0098941"	"MtrunA17Chr3g0098941"
"MtrunA17Chr3g0099181"	"MtrunA17Chr3g0099181"
"MtrunA17Chr3g0099291"	"MtrunA17Chr3g0099291"
"MtrunA17Chr3g0099401"	"MtrunA17Chr3g0099401"
"MtrunA17Chr3g0099611"	"MtrunA17Chr3g0099611"
"MtrunA17Chr3g0099621"	"MtrunA17Chr3g0099621"
"MtrunA17Chr3g0100191"	"MtrunA17Chr3g0100191"
"MtrunA17Chr3g0100321"	"MtrunA17Chr3g0100321"
"MtrunA17Chr3g0101001"	"MtrunA17Chr3g0101001"
"MtrunA17Chr3g0103361"	"MtrunA17Chr3g0103361"
"MtrunA17Chr3g0103381"	"MtrunA17Chr3g0103381"
"MtrunA17Chr3g0103411"	"MtrunA17Chr3g0103411"
"MtrunA17Chr3g0103671"	"MtrunA17Chr3g0103671"
"MtrunA17Chr3g0103751"	"MtrunA17Chr3g0103751"
"MtrunA17Chr3g0103771"	"MtrunA17Chr3g0103771"
"MtrunA17Chr3g0104001"	"MtrunA17Chr3g0104001"
"MtrunA17Chr3g0104061"	"MtrunA17Chr3g0104061"
"MtrunA17Chr3g0104081"	"MtrunA17Chr3g0104081"
"MtrunA17Chr3g0104351"	"MtrunA17Chr3g0104351"
"MtrunA17Chr3g0104431"	"MtrunA17Chr3g0104431"
"MtrunA17Chr3g0104651"	"MtrunA17Chr3g0104651"
"MtrunA17Chr3g0105391"	"MtrunA17Chr3g0105391"
"MtrunA17Chr3g0105901"	"MtrunA17Chr3g0105901"
"MtrunA17Chr3g0106291"	"MtrunA17Chr3g0106291"
"MtrunA17Chr3g0107851"	"MtrunA17Chr3g0107851"
"MtrunA17Chr3g0108291"	"MtrunA17Chr3g0108291"
"MtrunA17Chr3g0109531"	"MtrunA17Chr3g0109531"
"MtrunA17Chr3g0109901"	"MtrunA17Chr3g0109901"
"MtrunA17Chr3g0110161"	"MtrunA17Chr3g0110161"
"MtrunA17Chr3g0110171"	"MtrunA17Chr3g0110171"
"MtrunA17Chr3g0110311"	"MtrunA17Chr3g0110311"
"MtrunA17Chr3g0111971"	"MtrunA17Chr3g0111971"
"MtrunA17Chr3g0112391"	"MtrunA17Chr3g0112391"
"MtrunA17Chr3g0112501"	"MtrunA17Chr3g0112501"
"MtrunA17Chr3g0113211"	"MtrunA17Chr3g0113211"
"MtrunA17Chr3g0113671"	"MtrunA17Chr3g0113671"
"MtrunA17Chr3g0114081"	"MtrunA17Chr3g0114081"
"MtrunA17Chr3g0114211"	"MtrunA17Chr3g0114211"
"MtrunA17Chr3g0114781"	"MtrunA17Chr3g0114781"
"MtrunA17Chr3g0115061"	"MtrunA17Chr3g0115061"
"MtrunA17Chr3g0115421"	"MtrunA17Chr3g0115421"
"MtrunA17Chr3g0115481"	"MtrunA17Chr3g0115481"
"MtrunA17Chr3g0115601"	"MtrunA17Chr3g0115601"
"MtrunA17Chr3g0115611"	"MtrunA17Chr3g0115611"
"MtrunA17Chr3g0115671"	"MtrunA17Chr3g0115671"
"MtrunA17Chr3g0115851"	"MtrunA17Chr3g0115851"
"MtrunA17Chr3g0116161"	"MtrunA17Chr3g0116161"
"MtrunA17Chr3g0116361"	"MtrunA17Chr3g0116361"
"MtrunA17Chr3g0116451"	"MtrunA17Chr3g0116451"
"MtrunA17Chr3g0116541"	"MtrunA17Chr3g0116541"
"MtrunA17Chr3g0116571"	"MtrunA17Chr3g0116571"
"MtrunA17Chr3g0116621"	"MtrunA17Chr3g0116621"
"MtrunA17Chr3g0116991"	"MtrunA17Chr3g0116991"
"MtrunA17Chr3g0117081"	"MtrunA17Chr3g0117081"
"MtrunA17Chr3g0117131"	"MtrunA17Chr3g0117131"
"MtrunA17Chr3g0117261"	"MtrunA17Chr3g0117261"
"MtrunA17Chr3g0117441"	"MtrunA17Chr3g0117441"
"MtrunA17Chr3g0117581"	"MtrunA17Chr3g0117581"
"MtrunA17Chr3g0117931"	"MtrunA17Chr3g0117931"
"MtrunA17Chr3g0117941"	"MtrunA17Chr3g0117941"
"MtrunA17Chr3g0118161"	"MtrunA17Chr3g0118161"
"MtrunA17Chr3g0118281"	"MtrunA17Chr3g0118281"
"MtrunA17Chr3g0118411"	"MtrunA17Chr3g0118411"
"MtrunA17Chr3g0118421"	"MtrunA17Chr3g0118421"
"MtrunA17Chr3g0118801"	"MtrunA17Chr3g0118801"
"MtrunA17Chr3g0118971"	"MtrunA17Chr3g0118971"
"MtrunA17Chr3g0119281"	"MtrunA17Chr3g0119281"
"MtrunA17Chr3g0119401"	"MtrunA17Chr3g0119401"
"MtrunA17Chr3g0119521"	"MtrunA17Chr3g0119521"
"MtrunA17Chr3g0119871"	"MtrunA17Chr3g0119871"
"MtrunA17Chr3g0120091"	"MtrunA17Chr3g0120091"
"MtrunA17Chr3g0120271"	"MtrunA17Chr3g0120271"
"MtrunA17Chr3g0120401"	"MtrunA17Chr3g0120401"
"MtrunA17Chr3g0120461"	"MtrunA17Chr3g0120461"
"MtrunA17Chr3g0120511"	"MtrunA17Chr3g0120511"
"MtrunA17Chr3g0120751"	"MtrunA17Chr3g0120751"
"MtrunA17Chr3g0120791"	"MtrunA17Chr3g0120791"
"MtrunA17Chr3g0120871"	"MtrunA17Chr3g0120871"
"MtrunA17Chr3g0120891"	"MtrunA17Chr3g0120891"
"MtrunA17Chr3g0121051"	"MtrunA17Chr3g0121051"
"MtrunA17Chr3g0121141"	"MtrunA17Chr3g0121141"
"MtrunA17Chr3g0121201"	"MtrunA17Chr3g0121201"
"MtrunA17Chr3g0121231"	"MtrunA17Chr3g0121231"
"MtrunA17Chr3g0121261"	"MtrunA17Chr3g0121261"
"MtrunA17Chr3g0121381"	"MtrunA17Chr3g0121381"
"MtrunA17Chr3g0121561"	"MtrunA17Chr3g0121561"
"MtrunA17Chr3g0121581"	"MtrunA17Chr3g0121581"
"MtrunA17Chr3g0121661"	"MtrunA17Chr3g0121661"
"MtrunA17Chr3g0121831"	"MtrunA17Chr3g0121831"
"MtrunA17Chr3g0121841"	"MtrunA17Chr3g0121841"
"MtrunA17Chr3g0122131"	"MtrunA17Chr3g0122131"
"MtrunA17Chr3g0122701"	"MtrunA17Chr3g0122701"
"MtrunA17Chr3g0122761"	"MtrunA17Chr3g0122761"
"MtrunA17Chr3g0122821"	"MtrunA17Chr3g0122821"
"MtrunA17Chr3g0122971"	"MtrunA17Chr3g0122971"
"MtrunA17Chr3g0123001"	"MtrunA17Chr3g0123001"
"MtrunA17Chr3g0123251"	"MtrunA17Chr3g0123251"
"MtrunA17Chr3g0123301"	"MtrunA17Chr3g0123301"
"MtrunA17Chr3g0123351"	"MtrunA17Chr3g0123351"
"MtrunA17Chr3g0123371"	"MtrunA17Chr3g0123371"
"MtrunA17Chr3g0123801"	"MtrunA17Chr3g0123801"
"MtrunA17Chr3g0123991"	"MtrunA17Chr3g0123991"
"MtrunA17Chr3g0124461"	"MtrunA17Chr3g0124461"
"MtrunA17Chr3g0124761"	"MtrunA17Chr3g0124761"
"MtrunA17Chr3g0124791"	"MtrunA17Chr3g0124791"
"MtrunA17Chr3g0124811"	"MtrunA17Chr3g0124811"
"MtrunA17Chr3g0124871"	"MtrunA17Chr3g0124871"
"MtrunA17Chr3g0124911"	"MtrunA17Chr3g0124911"
"MtrunA17Chr3g0125011"	"MtrunA17Chr3g0125011"
"MtrunA17Chr3g0125031"	"MtrunA17Chr3g0125031"
"MtrunA17Chr3g0125071"	"MtrunA17Chr3g0125071"
"MtrunA17Chr3g0125131"	"MtrunA17Chr3g0125131"
"MtrunA17Chr3g0125171"	"MtrunA17Chr3g0125171"
"MtrunA17Chr3g0125191"	"MtrunA17Chr3g0125191"
"MtrunA17Chr3g0125201"	"MtrunA17Chr3g0125201"
"MtrunA17Chr3g0125301"	"MtrunA17Chr3g0125301"
"MtrunA17Chr3g0125571"	"MtrunA17Chr3g0125571"
"MtrunA17Chr3g0126101"	"MtrunA17Chr3g0126101"
"MtrunA17Chr3g0126611"	"MtrunA17Chr3g0126611"
"MtrunA17Chr3g0126631"	"MtrunA17Chr3g0126631"
"MtrunA17Chr3g0126781"	"MtrunA17Chr3g0126781"
"MtrunA17Chr3g0127341"	"MtrunA17Chr3g0127341"
"MtrunA17Chr3g0128061"	"MtrunA17Chr3g0128061"
"MtrunA17Chr3g0128471"	"MtrunA17Chr3g0128471"
"MtrunA17Chr3g0128491"	"MtrunA17Chr3g0128491"
"MtrunA17Chr3g0128951"	"MtrunA17Chr3g0128951"
"MtrunA17Chr3g0129121"	"MtrunA17Chr3g0129121"
"MtrunA17Chr3g0129261"	"MtrunA17Chr3g0129261"
"MtrunA17Chr3g0129401"	"MtrunA17Chr3g0129401"
"MtrunA17Chr3g0129761"	"MtrunA17Chr3g0129761"
"MtrunA17Chr3g0130141"	"MtrunA17Chr3g0130141"
"MtrunA17Chr3g0130211"	"MtrunA17Chr3g0130211"
"MtrunA17Chr3g0130231"	"MtrunA17Chr3g0130231"
"MtrunA17Chr3g0130251"	"MtrunA17Chr3g0130251"
"MtrunA17Chr3g0130381"	"MtrunA17Chr3g0130381"
"MtrunA17Chr3g0130531"	"MtrunA17Chr3g0130531"
"MtrunA17Chr3g0130551"	"MtrunA17Chr3g0130551"
"MtrunA17Chr3g0130611"	"MtrunA17Chr3g0130611"
"MtrunA17Chr3g0130621"	"MtrunA17Chr3g0130621"
"MtrunA17Chr3g0130681"	"MtrunA17Chr3g0130681"
"MtrunA17Chr3g0130691"	"MtrunA17Chr3g0130691"
"MtrunA17Chr3g0131181"	"MtrunA17Chr3g0131181"
"MtrunA17Chr3g0131561"	"MtrunA17Chr3g0131561"
"MtrunA17Chr3g0131611"	"MtrunA17Chr3g0131611"
"MtrunA17Chr3g0131731"	"MtrunA17Chr3g0131731"
"MtrunA17Chr3g0131861"	"MtrunA17Chr3g0131861"
"MtrunA17Chr3g0132121"	"MtrunA17Chr3g0132121"
"MtrunA17Chr3g0132281"	"MtrunA17Chr3g0132281"
"MtrunA17Chr3g0132301"	"MtrunA17Chr3g0132301"
"MtrunA17Chr3g0132361"	"MtrunA17Chr3g0132361"
"MtrunA17Chr3g0132581"	"MtrunA17Chr3g0132581"
"MtrunA17Chr3g0132621"	"MtrunA17Chr3g0132621"
"MtrunA17Chr3g0133251"	"MtrunA17Chr3g0133251"
"MtrunA17Chr3g0133261"	"MtrunA17Chr3g0133261"
"MtrunA17Chr3g0133621"	"MtrunA17Chr3g0133621"
"MtrunA17Chr3g0134531"	"MtrunA17Chr3g0134531"
"MtrunA17Chr3g0134771"	"MtrunA17Chr3g0134771"
"MtrunA17Chr3g0135331"	"MtrunA17Chr3g0135331"
"MtrunA17Chr3g0135361"	"MtrunA17Chr3g0135361"
"MtrunA17Chr3g0135691"	"MtrunA17Chr3g0135691"
"MtrunA17Chr3g0135831"	"MtrunA17Chr3g0135831"
"MtrunA17Chr3g0135841"	"MtrunA17Chr3g0135841"
"MtrunA17Chr3g0135951"	"MtrunA17Chr3g0135951"
"MtrunA17Chr3g0136421"	"MtrunA17Chr3g0136421"
"MtrunA17Chr3g0136531"	"MtrunA17Chr3g0136531"
"MtrunA17Chr3g0136711"	"MtrunA17Chr3g0136711"
"MtrunA17Chr3g0136761"	"MtrunA17Chr3g0136761"
"MtrunA17Chr3g0136771"	"MtrunA17Chr3g0136771"
"MtrunA17Chr3g0136801"	"MtrunA17Chr3g0136801"
"MtrunA17Chr3g0136861"	"MtrunA17Chr3g0136861"
"MtrunA17Chr3g0137031"	"MtrunA17Chr3g0137031"
"MtrunA17Chr3g0137401"	"MtrunA17Chr3g0137401"
"MtrunA17Chr3g0137551"	"MtrunA17Chr3g0137551"
"MtrunA17Chr3g0137751"	"MtrunA17Chr3g0137751"
"MtrunA17Chr3g0137921"	"MtrunA17Chr3g0137921"
"MtrunA17Chr3g0138261"	"MtrunA17Chr3g0138261"
"MtrunA17Chr3g0138841"	"MtrunA17Chr3g0138841"
"MtrunA17Chr3g0139341"	"MtrunA17Chr3g0139341"
"MtrunA17Chr3g0139421"	"MtrunA17Chr3g0139421"
"MtrunA17Chr3g0139661"	"MtrunA17Chr3g0139661"
"MtrunA17Chr3g0139821"	"MtrunA17Chr3g0139821"
"MtrunA17Chr3g0140141"	"MtrunA17Chr3g0140141"
"MtrunA17Chr3g0140391"	"MtrunA17Chr3g0140391"
"MtrunA17Chr3g0140521"	"MtrunA17Chr3g0140521"
"MtrunA17Chr3g0140531"	"MtrunA17Chr3g0140531"
"MtrunA17Chr3g0140631"	"MtrunA17Chr3g0140631"
"MtrunA17Chr3g0140661"	"MtrunA17Chr3g0140661"
"MtrunA17Chr3g0140721"	"MtrunA17Chr3g0140721"
"MtrunA17Chr3g0140761"	"MtrunA17Chr3g0140761"
"MtrunA17Chr3g0140821"	"MtrunA17Chr3g0140821"
"MtrunA17Chr3g0141011"	"MtrunA17Chr3g0141011"
"MtrunA17Chr3g0141171"	"MtrunA17Chr3g0141171"
"MtrunA17Chr3g0141191"	"MtrunA17Chr3g0141191"
"MtrunA17Chr3g0141311"	"MtrunA17Chr3g0141311"
"MtrunA17Chr3g0141351"	"MtrunA17Chr3g0141351"
"MtrunA17Chr3g0141581"	"MtrunA17Chr3g0141581"
"MtrunA17Chr3g0141681"	"MtrunA17Chr3g0141681"
"MtrunA17Chr3g0141721"	"MtrunA17Chr3g0141721"
"MtrunA17Chr3g0141801"	"MtrunA17Chr3g0141801"
"MtrunA17Chr3g0141861"	"MtrunA17Chr3g0141861"
"MtrunA17Chr3g0141901"	"MtrunA17Chr3g0141901"
"MtrunA17Chr3g0141951"	"MtrunA17Chr3g0141951"
"MtrunA17Chr3g0142001"	"MtrunA17Chr3g0142001"
"MtrunA17Chr3g0142071"	"MtrunA17Chr3g0142071"
"MtrunA17Chr3g0142131"	"MtrunA17Chr3g0142131"
"MtrunA17Chr3g0142281"	"MtrunA17Chr3g0142281"
"MtrunA17Chr3g0142331"	"MtrunA17Chr3g0142331"
"MtrunA17Chr3g0142501"	"MtrunA17Chr3g0142501"
"MtrunA17Chr3g0142901"	"MtrunA17Chr3g0142901"
"MtrunA17Chr3g0143321"	"MtrunA17Chr3g0143321"
"MtrunA17Chr3g0143411"	"MtrunA17Chr3g0143411"
"MtrunA17Chr3g0143721"	"MtrunA17Chr3g0143721"
"MtrunA17Chr3g0143791"	"MtrunA17Chr3g0143791"
"MtrunA17Chr3g0143901"	"MtrunA17Chr3g0143901"
"MtrunA17Chr3g0143931"	"MtrunA17Chr3g0143931"
"MtrunA17Chr3g0144071"	"MtrunA17Chr3g0144071"
"MtrunA17Chr3g0144211"	"MtrunA17Chr3g0144211"
"MtrunA17Chr3g0144231"	"MtrunA17Chr3g0144231"
"MtrunA17Chr3g0145051"	"MtrunA17Chr3g0145051"
"MtrunA17Chr3g0145071"	"MtrunA17Chr3g0145071"
"MtrunA17Chr3g0145361"	"MtrunA17Chr3g0145361"
"MtrunA17Chr3g0145461"	"MtrunA17Chr3g0145461"
"MtrunA17Chr3g0145611"	"MtrunA17Chr3g0145611"
"MtrunA17Chr3g0145711"	"MtrunA17Chr3g0145711"
"MtrunA17Chr3g0145941"	"MtrunA17Chr3g0145941"
"MtrunA17Chr3g0146061"	"MtrunA17Chr3g0146061"
"MtrunA17Chr4g0000211"	"MtrunA17Chr4g0000211"
"MtrunA17Chr4g0000281"	"MtrunA17Chr4g0000281"
"MtrunA17Chr4g0000341"	"MtrunA17Chr4g0000341"
"MtrunA17Chr4g0000581"	"MtrunA17Chr4g0000581"
"MtrunA17Chr4g0000591"	"MtrunA17Chr4g0000591"
"MtrunA17Chr4g0001331"	"MtrunA17Chr4g0001331"
"MtrunA17Chr4g0001571"	"MtrunA17Chr4g0001571"
"MtrunA17Chr4g0001861"	"MtrunA17Chr4g0001861"
"MtrunA17Chr4g0002001"	"MtrunA17Chr4g0002001"
"MtrunA17Chr4g0002321"	"MtrunA17Chr4g0002321"
"MtrunA17Chr4g0003571"	"MtrunA17Chr4g0003571"
"MtrunA17Chr4g0003581"	"MtrunA17Chr4g0003581"
"MtrunA17Chr4g0003591"	"MtrunA17Chr4g0003591"
"MtrunA17Chr4g0003821"	"MtrunA17Chr4g0003821"
"MtrunA17Chr4g0003941"	"MtrunA17Chr4g0003941"
"MtrunA17Chr4g0004461"	"MtrunA17Chr4g0004461"
"MtrunA17Chr4g0004621"	"MtrunA17Chr4g0004621"
"MtrunA17Chr4g0005491"	"MtrunA17Chr4g0005491"
"MtrunA17Chr4g0005501"	"MtrunA17Chr4g0005501"
"MtrunA17Chr4g0005831"	"MtrunA17Chr4g0005831"
"MtrunA17Chr4g0005991"	"MtrunA17Chr4g0005991"
"MtrunA17Chr4g0006031"	"MtrunA17Chr4g0006031"
"MtrunA17Chr4g0006991"	"MtrunA17Chr4g0006991"
"MtrunA17Chr4g0008421"	"MtrunA17Chr4g0008421"
"MtrunA17Chr4g0008441"	"MtrunA17Chr4g0008441"
"MtrunA17Chr4g0008801"	"MtrunA17Chr4g0008801"
"MtrunA17Chr4g0008911"	"MtrunA17Chr4g0008911"
"MtrunA17Chr4g0009431"	"MtrunA17Chr4g0009431"
"MtrunA17Chr4g0009531"	"MtrunA17Chr4g0009531"
"MtrunA17Chr4g0009801"	"MtrunA17Chr4g0009801"
"MtrunA17Chr4g0010091"	"MtrunA17Chr4g0010091"
"MtrunA17Chr4g0010791"	"MtrunA17Chr4g0010791"
"MtrunA17Chr4g0011081"	"MtrunA17Chr4g0011081"
"MtrunA17Chr4g0011281"	"MtrunA17Chr4g0011281"
"MtrunA17Chr4g0011301"	"MtrunA17Chr4g0011301"
"MtrunA17Chr4g0011611"	"MtrunA17Chr4g0011611"
"MtrunA17Chr4g0011971"	"MtrunA17Chr4g0011971"
"MtrunA17Chr4g0013271"	"MtrunA17Chr4g0013271"
"MtrunA17Chr4g0013351"	"MtrunA17Chr4g0013351"
"MtrunA17Chr4g0013561"	"MtrunA17Chr4g0013561"
"MtrunA17Chr4g0013961"	"MtrunA17Chr4g0013961"
"MtrunA17Chr4g0014051"	"MtrunA17Chr4g0014051"
"MtrunA17Chr4g0014061"	"MtrunA17Chr4g0014061"
"MtrunA17Chr4g0017231"	"MtrunA17Chr4g0017231"
