"canonical_gene_id"	"feature_id"
"MtrunA17Chr4g0017421"	"MtrunA17Chr4g0017421"
"MtrunA17Chr4g0017851"	"MtrunA17Chr4g0017851"
"MtrunA17Chr4g0018191"	"MtrunA17Chr4g0018191"
"MtrunA17Chr4g0018641"	"MtrunA17Chr4g0018641"
"MtrunA17Chr4g0018751"	"MtrunA17Chr4g0018751"
"MtrunA17Chr4g0018921"	"MtrunA17Chr4g0018921"
"MtrunA17Chr4g0019851"	"MtrunA17Chr4g0019851"
"MtrunA17Chr4g0020321"	"MtrunA17Chr4g0020321"
"MtrunA17Chr4g0021041"	"MtrunA17Chr4g0021041"
"MtrunA17Chr4g0021741"	"MtrunA17Chr4g0021741"
"MtrunA17Chr4g0023221"	"MtrunA17Chr4g0023221"
"MtrunA17Chr4g0023231"	"MtrunA17Chr4g0023231"
"MtrunA17Chr4g0024601"	"MtrunA17Chr4g0024601"
"MtrunA17Chr4g0024631"	"MtrunA17Chr4g0024631"
"MtrunA17Chr4g0025291"	"MtrunA17Chr4g0025291"
"MtrunA17Chr4g0027591"	"MtrunA17Chr4g0027591"
"MtrunA17Chr4g0027941"	"MtrunA17Chr4g0027941"
"MtrunA17Chr4g0028531"	"MtrunA17Chr4g0028531"
"MtrunA17Chr4g0028601"	"MtrunA17Chr4g0028601"
"MtrunA17Chr4g0028851"	"MtrunA17Chr4g0028851"
"MtrunA17Chr4g0028871"	"MtrunA17Chr4g0028871"
"MtrunA17Chr4g0029181"	"MtrunA17Chr4g0029181"
"MtrunA17Chr4g0029721"	"MtrunA17Chr4g0029721"
"MtrunA17Chr4g0030151"	"MtrunA17Chr4g0030151"
"MtrunA17Chr4g0030541"	"MtrunA17Chr4g0030541"
"MtrunA17Chr4g0030671"	"MtrunA17Chr4g0030671"
"MtrunA17Chr4g0030861"	"MtrunA17Chr4g0030861"
"MtrunA17Chr4g0031101"	"MtrunA17Chr4g0031101"
"MtrunA17Chr4g0031141"	"MtrunA17Chr4g0031141"
"MtrunA17Chr4g0032201"	"MtrunA17Chr4g0032201"
"MtrunA17Chr4g0032591"	"MtrunA17Chr4g0032591"
"MtrunA17Chr4g0033151"	"MtrunA17Chr4g0033151"
"MtrunA17Chr4g0033631"	"MtrunA17Chr4g0033631"
"MtrunA17Chr4g0033661"	"MtrunA17Chr4g0033661"
"MtrunA17Chr4g0033731"	"MtrunA17Chr4g0033731"
"MtrunA17Chr4g0033781"	"MtrunA17Chr4g0033781"
"MtrunA17Chr4g0033921"	"MtrunA17Chr4g0033921"
"MtrunA17Chr4g0034141"	"MtrunA17Chr4g0034141"
"MtrunA17Chr4g0034181"	"MtrunA17Chr4g0034181"
"MtrunA17Chr4g0034301"	"MtrunA17Chr4g0034301"
"MtrunA17Chr4g0034341"	"MtrunA17Chr4g0034341"
"MtrunA17Chr4g0034381"	"MtrunA17Chr4g0034381"
"MtrunA17Chr4g0035481"	"MtrunA17Chr4g0035481"
"MtrunA17Chr4g0035691"	"MtrunA17Chr4g0035691"
"MtrunA17Chr4g0035731"	"MtrunA17Chr4g0035731"
"MtrunA17Chr4g0035851"	"MtrunA17Chr4g0035851"
"MtrunA17Chr4g0036021"	"MtrunA17Chr4g0036021"
"MtrunA17Chr4g0036031"	"MtrunA17Chr4g0036031"
"MtrunA17Chr4g0036931"	"MtrunA17Chr4g0036931"
"MtrunA17Chr4g0037021"	"MtrunA17Chr4g0037021"
"MtrunA17Chr4g0037211"	"MtrunA17Chr4g0037211"
"MtrunA17Chr4g0037221"	"MtrunA17Chr4g0037221"
"MtrunA17Chr4g0037481"	"MtrunA17Chr4g0037481"
"MtrunA17Chr4g0037981"	"MtrunA17Chr4g0037981"
"MtrunA17Chr4g0038001"	"MtrunA17Chr4g0038001"
"MtrunA17Chr4g0038081"	"MtrunA17Chr4g0038081"
"MtrunA17Chr4g0038121"	"MtrunA17Chr4g0038121"
"MtrunA17Chr4g0038361"	"MtrunA17Chr4g0038361"
"MtrunA17Chr4g0038431"	"MtrunA17Chr4g0038431"
"MtrunA17Chr4g0039381"	"MtrunA17Chr4g0039381"
"MtrunA17Chr4g0039621"	"MtrunA17Chr4g0039621"
"MtrunA17Chr4g0040031"	"MtrunA17Chr4g0040031"
"MtrunA17Chr4g0040111"	"MtrunA17Chr4g0040111"
"MtrunA17Chr4g0040171"	"MtrunA17Chr4g0040171"
"MtrunA17Chr4g0040431"	"MtrunA17Chr4g0040431"
"MtrunA17Chr4g0040511"	"MtrunA17Chr4g0040511"
"MtrunA17Chr4g0040781"	"MtrunA17Chr4g0040781"
"MtrunA17Chr4g0040791"	"MtrunA17Chr4g0040791"
"MtrunA17Chr4g0041121"	"MtrunA17Chr4g0041121"
"MtrunA17Chr4g0041201"	"MtrunA17Chr4g0041201"
"MtrunA17Chr4g0041831"	"MtrunA17Chr4g0041831"
"MtrunA17Chr4g0042001"	"MtrunA17Chr4g0042001"
"MtrunA17Chr4g0042171"	"MtrunA17Chr4g0042171"
"MtrunA17Chr4g0042211"	"MtrunA17Chr4g0042211"
"MtrunA17Chr4g0042851"	"MtrunA17Chr4g0042851"
"MtrunA17Chr4g0043241"	"MtrunA17Chr4g0043241"
"MtrunA17Chr4g0043341"	"MtrunA17Chr4g0043341"
"MtrunA17Chr4g0043381"	"MtrunA17Chr4g0043381"
"MtrunA17Chr4g0043441"	"MtrunA17Chr4g0043441"
"MtrunA17Chr4g0043461"	"MtrunA17Chr4g0043461"
"MtrunA17Chr4g0043561"	"MtrunA17Chr4g0043561"
"MtrunA17Chr4g0043591"	"MtrunA17Chr4g0043591"
"MtrunA17Chr4g0043641"	"MtrunA17Chr4g0043641"
"MtrunA17Chr4g0043671"	"MtrunA17Chr4g0043671"
"MtrunA17Chr4g0043691"	"MtrunA17Chr4g0043691"
"MtrunA17Chr4g0043701"	"MtrunA17Chr4g0043701"
"MtrunA17Chr4g0043791"	"MtrunA17Chr4g0043791"
"MtrunA17Chr4g0043841"	"MtrunA17Chr4g0043841"
"MtrunA17Chr4g0043901"	"MtrunA17Chr4g0043901"
"MtrunA17Chr4g0044441"	"MtrunA17Chr4g0044441"
"MtrunA17Chr4g0044511"	"MtrunA17Chr4g0044511"
"MtrunA17Chr4g0044581"	"MtrunA17Chr4g0044581"
"MtrunA17Chr4g0044651"	"MtrunA17Chr4g0044651"
"MtrunA17Chr4g0044681"	"MtrunA17Chr4g0044681"
"MtrunA17Chr4g0044751"	"MtrunA17Chr4g0044751"
"MtrunA17Chr4g0044831"	"MtrunA17Chr4g0044831"
"MtrunA17Chr4g0045201"	"MtrunA17Chr4g0045201"
"MtrunA17Chr4g0045261"	"MtrunA17Chr4g0045261"
"MtrunA17Chr4g0045321"	"MtrunA17Chr4g0045321"
"MtrunA17Chr4g0045411"	"MtrunA17Chr4g0045411"
"MtrunA17Chr4g0045571"	"MtrunA17Chr4g0045571"
"MtrunA17Chr4g0046031"	"MtrunA17Chr4g0046031"
"MtrunA17Chr4g0046131"	"MtrunA17Chr4g0046131"
"MtrunA17Chr4g0046291"	"MtrunA17Chr4g0046291"
"MtrunA17Chr4g0046831"	"MtrunA17Chr4g0046831"
"MtrunA17Chr4g0047341"	"MtrunA17Chr4g0047341"
"MtrunA17Chr4g0047451"	"MtrunA17Chr4g0047451"
"MtrunA17Chr4g0047551"	"MtrunA17Chr4g0047551"
"MtrunA17Chr4g0047561"	"MtrunA17Chr4g0047561"
"MtrunA17Chr4g0047771"	"MtrunA17Chr4g0047771"
"MtrunA17Chr4g0048111"	"MtrunA17Chr4g0048111"
"MtrunA17Chr4g0048171"	"MtrunA17Chr4g0048171"
"MtrunA17Chr4g0048261"	"MtrunA17Chr4g0048261"
"MtrunA17Chr4g0048631"	"MtrunA17Chr4g0048631"
"MtrunA17Chr4g0048911"	"MtrunA17Chr4g0048911"
"MtrunA17Chr4g0049321"	"MtrunA17Chr4g0049321"
"MtrunA17Chr4g0049341"	"MtrunA17Chr4g0049341"
"MtrunA17Chr4g0049831"	"MtrunA17Chr4g0049831"
"MtrunA17Chr4g0049981"	"MtrunA17Chr4g0049981"
"MtrunA17Chr4g0050021"	"MtrunA17Chr4g0050021"
"MtrunA17Chr4g0050591"	"MtrunA17Chr4g0050591"
"MtrunA17Chr4g0050661"	"MtrunA17Chr4g0050661"
"MtrunA17Chr4g0051041"	"MtrunA17Chr4g0051041"
"MtrunA17Chr4g0051121"	"MtrunA17Chr4g0051121"
"MtrunA17Chr4g0051181"	"MtrunA17Chr4g0051181"
"MtrunA17Chr4g0051831"	"MtrunA17Chr4g0051831"
"MtrunA17Chr4g0051931"	"MtrunA17Chr4g0051931"
"MtrunA17Chr4g0052181"	"MtrunA17Chr4g0052181"
"MtrunA17Chr4g0052291"	"MtrunA17Chr4g0052291"
"MtrunA17Chr4g0052411"	"MtrunA17Chr4g0052411"
"MtrunA17Chr4g0052421"	"MtrunA17Chr4g0052421"
"MtrunA17Chr4g0052491"	"MtrunA17Chr4g0052491"
"MtrunA17Chr4g0052911"	"MtrunA17Chr4g0052911"
"MtrunA17Chr4g0052931"	"MtrunA17Chr4g0052931"
"MtrunA17Chr4g0053211"	"MtrunA17Chr4g0053211"
"MtrunA17Chr4g0053251"	"MtrunA17Chr4g0053251"
"MtrunA17Chr4g0054521"	"MtrunA17Chr4g0054521"
"MtrunA17Chr4g0054861"	"MtrunA17Chr4g0054861"
"MtrunA17Chr4g0054901"	"MtrunA17Chr4g0054901"
"MtrunA17Chr4g0054961"	"MtrunA17Chr4g0054961"
"MtrunA17Chr4g0055031"	"MtrunA17Chr4g0055031"
"MtrunA17Chr4g0055321"	"MtrunA17Chr4g0055321"
"MtrunA17Chr4g0055401"	"MtrunA17Chr4g0055401"
"MtrunA17Chr4g0055421"	"MtrunA17Chr4g0055421"
"MtrunA17Chr4g0055991"	"MtrunA17Chr4g0055991"
"MtrunA17Chr4g0056041"	"MtrunA17Chr4g0056041"
"MtrunA17Chr4g0056251"	"MtrunA17Chr4g0056251"
"MtrunA17Chr4g0056261"	"MtrunA17Chr4g0056261"
"MtrunA17Chr4g0057091"	"MtrunA17Chr4g0057091"
"MtrunA17Chr4g0057271"	"MtrunA17Chr4g0057271"
"MtrunA17Chr4g0057341"	"MtrunA17Chr4g0057341"
"MtrunA17Chr4g0057631"	"MtrunA17Chr4g0057631"
"MtrunA17Chr4g0057761"	"MtrunA17Chr4g0057761"
"MtrunA17Chr4g0058021"	"MtrunA17Chr4g0058021"
"MtrunA17Chr4g0058131"	"MtrunA17Chr4g0058131"
"MtrunA17Chr4g0058701"	"MtrunA17Chr4g0058701"
"MtrunA17Chr4g0058781"	"MtrunA17Chr4g0058781"
"MtrunA17Chr4g0058901"	"MtrunA17Chr4g0058901"
"MtrunA17Chr4g0058971"	"MtrunA17Chr4g0058971"
"MtrunA17Chr4g0059081"	"MtrunA17Chr4g0059081"
"MtrunA17Chr4g0059421"	"MtrunA17Chr4g0059421"
"MtrunA17Chr4g0059881"	"MtrunA17Chr4g0059881"
"MtrunA17Chr4g0059961"	"MtrunA17Chr4g0059961"
"MtrunA17Chr4g0060631"	"MtrunA17Chr4g0060631"
"MtrunA17Chr4g0060641"	"MtrunA17Chr4g0060641"
"MtrunA17Chr4g0060771"	"MtrunA17Chr4g0060771"
"MtrunA17Chr4g0060791"	"MtrunA17Chr4g0060791"
"MtrunA17Chr4g0060951"	"MtrunA17Chr4g0060951"
"MtrunA17Chr4g0061031"	"MtrunA17Chr4g0061031"
"MtrunA17Chr4g0061341"	"MtrunA17Chr4g0061341"
"MtrunA17Chr4g0061601"	"MtrunA17Chr4g0061601"
"MtrunA17Chr4g0061701"	"MtrunA17Chr4g0061701"
"MtrunA17Chr4g0061801"	"MtrunA17Chr4g0061801"
"MtrunA17Chr4g0061971"	"MtrunA17Chr4g0061971"
"MtrunA17Chr4g0062401"	"MtrunA17Chr4g0062401"
"MtrunA17Chr4g0062701"	"MtrunA17Chr4g0062701"
"MtrunA17Chr4g0062821"	"MtrunA17Chr4g0062821"
"MtrunA17Chr4g0062871"	"MtrunA17Chr4g0062871"
"MtrunA17Chr4g0062971"	"MtrunA17Chr4g0062971"
"MtrunA17Chr4g0062991"	"MtrunA17Chr4g0062991"
"MtrunA17Chr4g0063221"	"MtrunA17Chr4g0063221"
"MtrunA17Chr4g0063251"	"MtrunA17Chr4g0063251"
"MtrunA17Chr4g0063531"	"MtrunA17Chr4g0063531"
"MtrunA17Chr4g0063591"	"MtrunA17Chr4g0063591"
"MtrunA17Chr4g0063601"	"MtrunA17Chr4g0063601"
"MtrunA17Chr4g0063791"	"MtrunA17Chr4g0063791"
"MtrunA17Chr4g0064081"	"MtrunA17Chr4g0064081"
"MtrunA17Chr4g0064101"	"MtrunA17Chr4g0064101"
"MtrunA17Chr4g0064321"	"MtrunA17Chr4g0064321"
"MtrunA17Chr4g0064461"	"MtrunA17Chr4g0064461"
"MtrunA17Chr4g0064541"	"MtrunA17Chr4g0064541"
"MtrunA17Chr4g0064741"	"MtrunA17Chr4g0064741"
"MtrunA17Chr4g0065301"	"MtrunA17Chr4g0065301"
"MtrunA17Chr4g0065571"	"MtrunA17Chr4g0065571"
"MtrunA17Chr4g0065771"	"MtrunA17Chr4g0065771"
"MtrunA17Chr4g0065851"	"MtrunA17Chr4g0065851"
"MtrunA17Chr4g0066291"	"MtrunA17Chr4g0066291"
"MtrunA17Chr4g0066451"	"MtrunA17Chr4g0066451"
"MtrunA17Chr4g0066531"	"MtrunA17Chr4g0066531"
"MtrunA17Chr4g0066611"	"MtrunA17Chr4g0066611"
"MtrunA17Chr4g0067451"	"MtrunA17Chr4g0067451"
"MtrunA17Chr4g0067571"	"MtrunA17Chr4g0067571"
"MtrunA17Chr4g0068171"	"MtrunA17Chr4g0068171"
"MtrunA17Chr4g0068201"	"MtrunA17Chr4g0068201"
"MtrunA17Chr4g0068811"	"MtrunA17Chr4g0068811"
"MtrunA17Chr4g0068951"	"MtrunA17Chr4g0068951"
"MtrunA17Chr4g0069261"	"MtrunA17Chr4g0069261"
"MtrunA17Chr4g0069291"	"MtrunA17Chr4g0069291"
"MtrunA17Chr4g0069791"	"MtrunA17Chr4g0069791"
"MtrunA17Chr4g0069831"	"MtrunA17Chr4g0069831"
"MtrunA17Chr4g0069901"	"MtrunA17Chr4g0069901"
"MtrunA17Chr4g0069991"	"MtrunA17Chr4g0069991"
"MtrunA17Chr4g0070281"	"MtrunA17Chr4g0070281"
"MtrunA17Chr4g0070311"	"MtrunA17Chr4g0070311"
"MtrunA17Chr4g0070851"	"MtrunA17Chr4g0070851"
"MtrunA17Chr4g0071061"	"MtrunA17Chr4g0071061"
"MtrunA17Chr4g0071221"	"MtrunA17Chr4g0071221"
"MtrunA17Chr4g0071581"	"MtrunA17Chr4g0071581"
"MtrunA17Chr4g0071671"	"MtrunA17Chr4g0071671"
"MtrunA17Chr4g0071771"	"MtrunA17Chr4g0071771"
"MtrunA17Chr4g0071871"	"MtrunA17Chr4g0071871"
"MtrunA17Chr4g0072241"	"MtrunA17Chr4g0072241"
"MtrunA17Chr4g0072331"	"MtrunA17Chr4g0072331"
"MtrunA17Chr4g0072491"	"MtrunA17Chr4g0072491"
"MtrunA17Chr4g0072791"	"MtrunA17Chr4g0072791"
"MtrunA17Chr4g0072851"	"MtrunA17Chr4g0072851"
"MtrunA17Chr4g0072901"	"MtrunA17Chr4g0072901"
"MtrunA17Chr4g0073161"	"MtrunA17Chr4g0073161"
"MtrunA17Chr4g0073391"	"MtrunA17Chr4g0073391"
"MtrunA17Chr4g0073541"	"MtrunA17Chr4g0073541"
"MtrunA17Chr4g0074071"	"MtrunA17Chr4g0074071"
"MtrunA17Chr4g0074481"	"MtrunA17Chr4g0074481"
"MtrunA17Chr4g0074591"	"MtrunA17Chr4g0074591"
"MtrunA17Chr4g0074851"	"MtrunA17Chr4g0074851"
"MtrunA17Chr4g0074871"	"MtrunA17Chr4g0074871"
"MtrunA17Chr4g0074991"	"MtrunA17Chr4g0074991"
"MtrunA17Chr4g0075251"	"MtrunA17Chr4g0075251"
"MtrunA17Chr4g0075571"	"MtrunA17Chr4g0075571"
"MtrunA17Chr4g0076261"	"MtrunA17Chr4g0076261"
"MtrunA17Chr4g0076451"	"MtrunA17Chr4g0076451"
"MtrunA17Chr4g0076711"	"MtrunA17Chr4g0076711"
"MtrunA17Chr4g0076881"	"MtrunA17Chr4g0076881"
"MtrunA17Chr4g0077101"	"MtrunA17Chr4g0077101"
"MtrunA17Chr5g0393391"	"MtrunA17Chr5g0393391"
"MtrunA17Chr5g0393431"	"MtrunA17Chr5g0393431"
"MtrunA17Chr5g0393461"	"MtrunA17Chr5g0393461"
"MtrunA17Chr5g0393551"	"MtrunA17Chr5g0393551"
"MtrunA17Chr5g0393571"	"MtrunA17Chr5g0393571"
"MtrunA17Chr5g0393691"	"MtrunA17Chr5g0393691"
"MtrunA17Chr5g0393711"	"MtrunA17Chr5g0393711"
"MtrunA17Chr5g0393941"	"MtrunA17Chr5g0393941"
"MtrunA17Chr5g0393951"	"MtrunA17Chr5g0393951"
"MtrunA17Chr5g0394011"	"MtrunA17Chr5g0394011"
"MtrunA17Chr5g0394201"	"MtrunA17Chr5g0394201"
"MtrunA17Chr5g0394691"	"MtrunA17Chr5g0394691"
"MtrunA17Chr5g0394901"	"MtrunA17Chr5g0394901"
"MtrunA17Chr5g0395011"	"MtrunA17Chr5g0395011"
"MtrunA17Chr5g0395201"	"MtrunA17Chr5g0395201"
"MtrunA17Chr5g0395961"	"MtrunA17Chr5g0395961"
"MtrunA17Chr5g0396041"	"MtrunA17Chr5g0396041"
"MtrunA17Chr5g0396061"	"MtrunA17Chr5g0396061"
"MtrunA17Chr5g0396141"	"MtrunA17Chr5g0396141"
"MtrunA17Chr5g0396201"	"MtrunA17Chr5g0396201"
"MtrunA17Chr5g0396291"	"MtrunA17Chr5g0396291"
"MtrunA17Chr5g0396421"	"MtrunA17Chr5g0396421"
"MtrunA17Chr5g0396521"	"MtrunA17Chr5g0396521"
"MtrunA17Chr5g0396531"	"MtrunA17Chr5g0396531"
"MtrunA17Chr5g0396561"	"MtrunA17Chr5g0396561"
"MtrunA17Chr5g0396951"	"MtrunA17Chr5g0396951"
"MtrunA17Chr5g0397821"	"MtrunA17Chr5g0397821"
"MtrunA17Chr5g0397931"	"MtrunA17Chr5g0397931"
"MtrunA17Chr5g0398151"	"MtrunA17Chr5g0398151"
"MtrunA17Chr5g0398581"	"MtrunA17Chr5g0398581"
"MtrunA17Chr5g0398681"	"MtrunA17Chr5g0398681"
"MtrunA17Chr5g0398751"	"MtrunA17Chr5g0398751"
"MtrunA17Chr5g0398871"	"MtrunA17Chr5g0398871"
"MtrunA17Chr5g0398961"	"MtrunA17Chr5g0398961"
"MtrunA17Chr5g0398981"	"MtrunA17Chr5g0398981"
"MtrunA17Chr5g0398991"	"MtrunA17Chr5g0398991"
"MtrunA17Chr5g0399031"	"MtrunA17Chr5g0399031"
"MtrunA17Chr5g0399171"	"MtrunA17Chr5g0399171"
"MtrunA17Chr5g0399191"	"MtrunA17Chr5g0399191"
"MtrunA17Chr5g0399401"	"MtrunA17Chr5g0399401"
"MtrunA17Chr5g0399451"	"MtrunA17Chr5g0399451"
"MtrunA17Chr5g0399691"	"MtrunA17Chr5g0399691"
"MtrunA17Chr5g0399831"	"MtrunA17Chr5g0399831"
"MtrunA17Chr5g0400141"	"MtrunA17Chr5g0400141"
"MtrunA17Chr5g0400361"	"MtrunA17Chr5g0400361"
"MtrunA17Chr5g0400451"	"MtrunA17Chr5g0400451"
"MtrunA17Chr5g0400971"	"MtrunA17Chr5g0400971"
"MtrunA17Chr5g0400981"	"MtrunA17Chr5g0400981"
"MtrunA17Chr5g0401081"	"MtrunA17Chr5g0401081"
"MtrunA17Chr5g0401211"	"MtrunA17Chr5g0401211"
"MtrunA17Chr5g0401281"	"MtrunA17Chr5g0401281"
"MtrunA17Chr5g0401381"	"MtrunA17Chr5g0401381"
"MtrunA17Chr5g0401471"	"MtrunA17Chr5g0401471"
"MtrunA17Chr5g0401851"	"MtrunA17Chr5g0401851"
"MtrunA17Chr5g0401871"	"MtrunA17Chr5g0401871"
"MtrunA17Chr5g0401941"	"MtrunA17Chr5g0401941"
"MtrunA17Chr5g0402401"	"MtrunA17Chr5g0402401"
"MtrunA17Chr5g0402921"	"MtrunA17Chr5g0402921"
"MtrunA17Chr5g0403051"	"MtrunA17Chr5g0403051"
"MtrunA17Chr5g0403951"	"MtrunA17Chr5g0403951"
"MtrunA17Chr5g0404341"	"MtrunA17Chr5g0404341"
"MtrunA17Chr5g0404381"	"MtrunA17Chr5g0404381"
"MtrunA17Chr5g0404551"	"MtrunA17Chr5g0404551"
"MtrunA17Chr5g0404641"	"MtrunA17Chr5g0404641"
"MtrunA17Chr5g0404791"	"MtrunA17Chr5g0404791"
"MtrunA17Chr5g0404841"	"MtrunA17Chr5g0404841"
"MtrunA17Chr5g0405421"	"MtrunA17Chr5g0405421"
"MtrunA17Chr5g0406081"	"MtrunA17Chr5g0406081"
"MtrunA17Chr5g0406121"	"MtrunA17Chr5g0406121"
"MtrunA17Chr5g0406141"	"MtrunA17Chr5g0406141"
"MtrunA17Chr5g0406251"	"MtrunA17Chr5g0406251"
"MtrunA17Chr5g0406301"	"MtrunA17Chr5g0406301"
"MtrunA17Chr5g0407181"	"MtrunA17Chr5g0407181"
"MtrunA17Chr5g0407501"	"MtrunA17Chr5g0407501"
"MtrunA17Chr5g0407911"	"MtrunA17Chr5g0407911"
"MtrunA17Chr5g0407921"	"MtrunA17Chr5g0407921"
"MtrunA17Chr5g0407971"	"MtrunA17Chr5g0407971"
"MtrunA17Chr5g0407981"	"MtrunA17Chr5g0407981"
"MtrunA17Chr5g0408121"	"MtrunA17Chr5g0408121"
"MtrunA17Chr5g0408891"	"MtrunA17Chr5g0408891"
"MtrunA17Chr5g0409071"	"MtrunA17Chr5g0409071"
"MtrunA17Chr5g0409101"	"MtrunA17Chr5g0409101"
"MtrunA17Chr5g0409121"	"MtrunA17Chr5g0409121"
"MtrunA17Chr5g0409141"	"MtrunA17Chr5g0409141"
"MtrunA17Chr5g0409401"	"MtrunA17Chr5g0409401"
"MtrunA17Chr5g0409411"	"MtrunA17Chr5g0409411"
"MtrunA17Chr5g0409801"	"MtrunA17Chr5g0409801"
"MtrunA17Chr5g0411151"	"MtrunA17Chr5g0411151"
"MtrunA17Chr5g0411431"	"MtrunA17Chr5g0411431"
"MtrunA17Chr5g0411571"	"MtrunA17Chr5g0411571"
"MtrunA17Chr5g0411641"	"MtrunA17Chr5g0411641"
"MtrunA17Chr5g0411661"	"MtrunA17Chr5g0411661"
"MtrunA17Chr5g0412311"	"MtrunA17Chr5g0412311"
"MtrunA17Chr5g0413071"	"MtrunA17Chr5g0413071"
"MtrunA17Chr5g0413111"	"MtrunA17Chr5g0413111"
"MtrunA17Chr5g0413331"	"MtrunA17Chr5g0413331"
"MtrunA17Chr5g0413681"	"MtrunA17Chr5g0413681"
"MtrunA17Chr5g0414471"	"MtrunA17Chr5g0414471"
"MtrunA17Chr5g0414901"	"MtrunA17Chr5g0414901"
"MtrunA17Chr5g0415021"	"MtrunA17Chr5g0415021"
"MtrunA17Chr5g0415171"	"MtrunA17Chr5g0415171"
"MtrunA17Chr5g0416001"	"MtrunA17Chr5g0416001"
"MtrunA17Chr5g0416011"	"MtrunA17Chr5g0416011"
"MtrunA17Chr5g0416021"	"MtrunA17Chr5g0416021"
"MtrunA17Chr5g0416111"	"MtrunA17Chr5g0416111"
"MtrunA17Chr5g0416331"	"MtrunA17Chr5g0416331"
"MtrunA17Chr5g0416421"	"MtrunA17Chr5g0416421"
"MtrunA17Chr5g0417011"	"MtrunA17Chr5g0417011"
"MtrunA17Chr5g0417741"	"MtrunA17Chr5g0417741"
"MtrunA17Chr5g0417781"	"MtrunA17Chr5g0417781"
"MtrunA17Chr5g0417851"	"MtrunA17Chr5g0417851"
"MtrunA17Chr5g0418011"	"MtrunA17Chr5g0418011"
"MtrunA17Chr5g0418041"	"MtrunA17Chr5g0418041"
"MtrunA17Chr5g0418211"	"MtrunA17Chr5g0418211"
"MtrunA17Chr5g0418311"	"MtrunA17Chr5g0418311"
"MtrunA17Chr5g0418441"	"MtrunA17Chr5g0418441"
"MtrunA17Chr5g0418811"	"MtrunA17Chr5g0418811"
"MtrunA17Chr5g0418841"	"MtrunA17Chr5g0418841"
"MtrunA17Chr5g0419361"	"MtrunA17Chr5g0419361"
"MtrunA17Chr5g0419401"	"MtrunA17Chr5g0419401"
"MtrunA17Chr5g0419611"	"MtrunA17Chr5g0419611"
"MtrunA17Chr5g0419621"	"MtrunA17Chr5g0419621"
"MtrunA17Chr5g0419761"	"MtrunA17Chr5g0419761"
"MtrunA17Chr5g0419801"	"MtrunA17Chr5g0419801"
"MtrunA17Chr5g0420141"	"MtrunA17Chr5g0420141"
"MtrunA17Chr5g0420221"	"MtrunA17Chr5g0420221"
"MtrunA17Chr5g0421331"	"MtrunA17Chr5g0421331"
"MtrunA17Chr5g0422641"	"MtrunA17Chr5g0422641"
"MtrunA17Chr5g0422891"	"MtrunA17Chr5g0422891"
"MtrunA17Chr5g0423381"	"MtrunA17Chr5g0423381"
"MtrunA17Chr5g0423471"	"MtrunA17Chr5g0423471"
"MtrunA17Chr5g0423541"	"MtrunA17Chr5g0423541"
"MtrunA17Chr5g0423551"	"MtrunA17Chr5g0423551"
"MtrunA17Chr5g0423571"	"MtrunA17Chr5g0423571"
"MtrunA17Chr5g0423771"	"MtrunA17Chr5g0423771"
"MtrunA17Chr5g0424111"	"MtrunA17Chr5g0424111"
"MtrunA17Chr5g0424151"	"MtrunA17Chr5g0424151"
"MtrunA17Chr5g0424491"	"MtrunA17Chr5g0424491"
"MtrunA17Chr5g0425251"	"MtrunA17Chr5g0425251"
"MtrunA17Chr5g0425971"	"MtrunA17Chr5g0425971"
"MtrunA17Chr5g0426551"	"MtrunA17Chr5g0426551"
"MtrunA17Chr5g0426641"	"MtrunA17Chr5g0426641"
"MtrunA17Chr5g0427101"	"MtrunA17Chr5g0427101"
"MtrunA17Chr5g0427231"	"MtrunA17Chr5g0427231"
"MtrunA17Chr5g0427751"	"MtrunA17Chr5g0427751"
"MtrunA17Chr5g0427811"	"MtrunA17Chr5g0427811"
"MtrunA17Chr5g0427851"	"MtrunA17Chr5g0427851"
"MtrunA17Chr5g0428261"	"MtrunA17Chr5g0428261"
"MtrunA17Chr5g0428311"	"MtrunA17Chr5g0428311"
"MtrunA17Chr5g0428361"	"MtrunA17Chr5g0428361"
"MtrunA17Chr5g0428451"	"MtrunA17Chr5g0428451"
"MtrunA17Chr5g0428931"	"MtrunA17Chr5g0428931"
"MtrunA17Chr5g0428941"	"MtrunA17Chr5g0428941"
"MtrunA17Chr5g0429281"	"MtrunA17Chr5g0429281"
"MtrunA17Chr5g0429501"	"MtrunA17Chr5g0429501"
"MtrunA17Chr5g0429651"	"MtrunA17Chr5g0429651"
"MtrunA17Chr5g0429671"	"MtrunA17Chr5g0429671"
"MtrunA17Chr5g0429871"	"MtrunA17Chr5g0429871"
"MtrunA17Chr5g0430261"	"MtrunA17Chr5g0430261"
"MtrunA17Chr5g0430471"	"MtrunA17Chr5g0430471"
"MtrunA17Chr5g0430841"	"MtrunA17Chr5g0430841"
"MtrunA17Chr5g0431451"	"MtrunA17Chr5g0431451"
"MtrunA17Chr5g0432201"	"MtrunA17Chr5g0432201"
"MtrunA17Chr5g0433261"	"MtrunA17Chr5g0433261"
"MtrunA17Chr5g0433301"	"MtrunA17Chr5g0433301"
"MtrunA17Chr5g0433621"	"MtrunA17Chr5g0433621"
"MtrunA17Chr5g0433911"	"MtrunA17Chr5g0433911"
"MtrunA17Chr5g0434021"	"MtrunA17Chr5g0434021"
